Squadra,Giocatore,Ruolo,Valutazione
Atalanta,Germán Denis,ATT,80
Atalanta,Andrea Consigli,POR,79
Atalanta,Giacomo Bonaventura,ES,79
Atalanta,Luca Cigarini,CC,78
Atalanta,Federico Peluso,TS,77
Atalanta,Thomas Manfredini,DC,76
Atalanta,Stefano Lucchini,DC,76
Atalanta,Guglielmo Stendardo,DC,76
Atalanta,Maximiliano Moralez,COC,76
Atalanta,Michele Canini,DC,75
Atalanta,Carlos Carmona,CC,75
Atalanta,Ezequiel Schelotto,ED,75
Atalanta,Franco Brienza,COC,74
Atalanta,Franco Brienza,ATT,74
Atalanta,Davide Biondini,CC,74
Atalanta,Davide Brivio,TS,73
Atalanta,Guido Marilungo,COC,73
Atalanta,Guido Marilungo,ATT,73
Atalanta,Cristian Raimondi,TD,72
Atalanta,Luigi Giorgi,ED,72
Atalanta,Marko Livaja,ATT,72
Atalanta,Lionel Scaloni,TD,71
Atalanta,Gianpaolo Bellini,TD,71
Atalanta,Carlos Matheu,TD,71
Atalanta,Riccardo Cazzola,CC,71
Atalanta,James Troisi,COC,71
Atalanta,James Troisi,ATT,71
Atalanta,Cristiano Del Grosso,TS,71
Atalanta,Ivan Radovanovic,CDC,71
Atalanta,Matteo Contini,DC,70
Atalanta,Ciro Polito,POR,70
Atalanta,Daniele Capelli,DC,70
Atalanta,Giuseppe De Luca,COC,70
Atalanta,Giuseppe De Luca,ATT,70
Atalanta,Facundo Parra,ATT,70
Atalanta,Giorgio Frezzolini,POR,68
Atalanta,Michele Ferri,TS,68
Atalanta,Adriano Ferreira Pinto,ED,67
Atalanta,Matteo Scozzarella,CC,64
Atalanta,Luca Milesi,DC,64
Atalanta,Antonio Palma,CC,59
Bologna,Alessandro Diamanti,COC,83
Bologna,Alessandro Diamanti,ATT,83
Bologna,Alberto Gilardino,ATT,78
Bologna,Cesare Natali,DC,76
Bologna,Mikael Antonsson,DC,75
Bologna,Michele Pazienza,CDC,75
Bologna,Panagiotis Kone,COC,75
Bologna,Diego Pérez,CDC,74
