Squadra,Giocatore,Ruolo,Valutazione
AC Milan,Sebastiano Rossi,POR,83
AC Milan,Thomas Helveg,DC,78
AC Milan,Paolo Maldini,DC,78
AC Milan,Paolo Maldini,TS,78
AC Milan,Demetrio Albertini,CC,79
AC Milan,Alessandro Costacurta,DC,78
AC Milan,Andrij Ševčenko,ATT,79
AC Milan,Gennaro Gattuso,CC,79
AC Milan,Filippo Inzaghi,ATT,78
AC Milan,Rui Costa,CC,77
AC Milan,Mohammed Aliyu Datti,ATT,79
AC Milan,Valerio Fiori,POR,74
AC Milan,K'akhaber K'aladze,DC,77
AC Milan,José Mari,ATT,77
AC Milan,Massimo Donati,CC,78
AC Milan,José Chamot,DC,78
AC Milan,Christian Abbiati,POR,75
AC Milan,Javi Moreno,ATT,78
AC Milan,Mohamed Sarr,DC,78
AC Milan,Andrea Pirlo,CC,77
AC Milan,Cosmin Contra,DC,77
AC Milan,Massimo Ambrosini,CC,78
AC Milan,Martin Laursen,DC,79
AC Milan,Roque Júnior,DC,77
AC Milan,Vitali Kutuzov,ATT,78
AC Milan,Serginho,CC,78
AC Milan,Ibrahim Ba,CC,79
AC Milan,Fernando Redondo,CC,77
AC Milan,Cristian Brocchi,CC,77
AC Milan,Ümit Davala,CC,78
AC Milan,Marco Donadel,CC,79
AC Milan,Marco Simone,ATT,77
AC Milan,Francesco Coco,DC,77
AC Milan,Catilina Aubameyang,CC,78
AS Roma,Francesco Antonioli,POR,85
AS Roma,Cafu,TD,78
AS Roma,Cafu,ED,78
AS Roma,Antônio Carlos Zago,DC,78
AS Roma,Leandro Damián Cufré,DC,80
AS Roma,Francisco Govinho Lima,CC,80
AS Roma,Aldair,DC,79
AS Roma,Diego Fuser,CC,80
AS Roma,Marcos Assunção,CC,80
AS Roma,Vincenzo Montella,ATT,80
AS Roma,Francesco Totti,CC,78
AS Roma,Emerson,CC,79
AS Roma,Daniele Martinetti,ATT,79
AS Roma,Christian Panucci,TD,78
AS Roma,Jonathan Zebina,DC,79
AS Roma,Jonathan Zebina,TD,79
AS Roma,Abel Balbo,ATT,78
AS Roma,Damiano Tommasi,CC,80
AS Roma,Antonio Cassano,ATT,79
AS Roma,Walter Samuel,DC,78
AS Roma,Gabriel Batistuta,ATT,78
AS Roma,Saliou Lassissi,DC,80
AS Roma,Sebastián Cejas,POR,75
AS Roma,Ivan Tomić,CC,79
AS Roma,Marco Delvecchio,ATT,78
AS Roma,Gianni Guigou,CC,80
AS Roma,Daniele De Rossi,CC,79
AS Roma,Gustavo Bartelt,CC,80
AS Roma,Sebastiano Siviglia,DC,78
AS Roma,Cesare Bovo,DC,78
AS Roma,Simone Pepe,CC,80
AS Roma,Vincent Candela,ASA,79
AS Roma,Vincent Candela,ES,79
AS Roma,Carlo Zotti,POR,75
AS Roma,Marco Paoloni,POR,74
AS Roma,Ivan Pelizzoli,POR,76
Atalanta,Massimo Taibi,POR,81
Atalanta,Fabio Rustico,DC,74
Atalanta,Gianpaolo Bellini,DC,75
Atalanta,Massimo Paganin,DC,76
Atalanta,Alex Pinardi,CC,76
Atalanta,Ousmane Dabo,CC,76
Atalanta,Daniele Berretta,CC,74
Atalanta,Luciano Zauri,CC,74
Atalanta,Fausto Rossini,ATT,76
Atalanta,Luca Saudati,ATT,74
Atalanta,Gianni Comandini,ATT,74
Atalanta,Davide Pinato,POR,72
Atalanta,Piá,ATT,75
Atalanta,Luca Cavalli,CC,75
Atalanta,Vinicio Espinal,CC,76
Atalanta,Pierluigi Orlandini,CC,76
Atalanta,Damiano Zenoni,DC,76
Atalanta,Damiano Zenoni,TD,76
Atalanta,Massimo Carrera,DC,74
Atalanta,Corrado Colombo,ATT,74
Atalanta,Alex Calderoni,POR,71
Atalanta,Alessandro Rinaldi,CC,76
Atalanta,Fabiano,DC,75
Atalanta,Federico Pettinà,CC,75
Atalanta,Luigi Sala,DC,75
Atalanta,Cristiano Doni,CC,76
Atalanta,Yuri Breviario,CC,75
Atalanta,Paolo Foglio,DC,76
Atalanta,Cesare Natali,DC,74
Atalanta,Gianluca Falsini,DC,74
Atalanta,Gianluca Falsini,TS,74
Atalanta,Rolando Bianchi,ATT,75
Bologna,Gianluca Pagliuca,POR,80
Bologna,Cristian Zaccardo,DC,75
Bologna,Pierre Womé,DC,77
Bologna,Renato Olive,CC,76
Bologna,Marcello Castellini,DC,76
Bologna,Emanuele Brioschi,DC,76
Bologna,Carlo Nervo,CC,75
Bologna,Salvatore Fresi,DC,76
Bologna,Julio Cruz,ATT,75
Bologna,Giuseppe Signori,ATT,76
Bologna,Claudio Bellucci,ATT,76
Bologna,Ferdinando Coppola,POR,72
Bologna,Fabio Macellari,DC,77
Bologna,Roberto Goretti,CC,77
Bologna,Claiton,DC,77
Bologna,Fabio Firmani,CC,77
Bologna,Alessandro Gamberini,DC,75
Bologna,Mourad Meghni,CC,77
Bologna,Giacomo Cipriani,ATT,77
Bologna,Giulio Falcone,DC,76
Bologna,Tomas Locatelli,CC,77
Bologna,Björn Runström,ATT,77
Bologna,Michaël Fabre,POR,73
Bologna,Massimo Tarantino,DC,75
Bologna,Fabio Pecchia,CC,76
Bologna,Matteo Brighi,CC,77
Bologna,Pasquale Padalino,DC,76
Bologna,Lamberto Zauli,CC,77
Bologna,Luigi Della Rocca,ATT,75
Bologna,Vlado Šmit,DC,75
Bologna,Marco Negri,ATT,76
Brescia,Luca Castellazzi,POR,78
Brescia,Aimo Diana,ED,72
Brescia,Aimo Diana,COC,72
Brescia,Daniele Bonera,DC,74
Brescia,Daniele Bonera,TD,74
Brescia,Fabio Petruzzi,DC,74
Brescia,Alessandro Calori,DC,74
Brescia,Marek Koźmiński,DC,72
Brescia,Massimiliano Esposito,CC,74
Brescia,Federico Giunti,CC,74
Brescia,Luca Toni,ATT,72
Brescia,Roberto Baggio,ATT,73
Brescia,Igli Tare,ATT,73
Brescia,Pavel Srníček,POR,68
Brescia,Vittorio Mero,DC,73
Brescia,Dario Dainelli,DC,74
Brescia,Andrés Yllana,CC,73
Brescia,Federico Agliardi,POR,69
Brescia,Emanuele Filippini,CC,72
Brescia,Antonio Filippini,CC,72
Brescia,Markus Schopp,CC,72
Brescia,Andrea Sussi,DC,74
Brescia,Jonathan Bachini,CC,72
Brescia,Roberto Guana,CC,72
Brescia,Jonathan Binotto,CC,72
Brescia,Alejandro Correa,CC,74
Brescia,Simone Del Nero,CC,73
Brescia,Amedeo Mangone,DC,74
Brescia,Mario Salgado,ATT,74
Brescia,Roberto Cortellini,DC,74
Brescia,Raúl Alberto González,ATT,74
Brescia,Josep Guardiola,CC,73
Brescia,Andrea Caracciolo,ATT,72
Brescia,Marius Stankevičius,DC,73
Brescia,Mauro Bacchin,POR,68
Brescia,Alessio Baresi,DC,73
Brescia,Graziano Beltrami,CC,74
Chievo Verona,Marco Ambrosio,POR,81
Chievo Verona,Gioacchino Cavaliere,POR,72
Chievo Verona,Vojislav Dragović,POR,70
Chievo Verona,Cristiano Lupatelli,POR,71
Chievo Verona,Claiton,DC,76
Chievo Verona,Maurizio D'Angelo,DC,76
Chievo Verona,Lorenzo D'Anna,DC,74
Chievo Verona,Paolo Foglio,DC,76
Chievo Verona,Enrico Franchi,DC,75
Chievo Verona,Patrice Grillon,DC,76
Chievo Verona,Salvatore Lanna,DC,74
Chievo Verona,Nicola Legrottaglie,DC,76
Chievo Verona,Moreno Longo,DC,76
Chievo Verona,Matthew Engele,DC,75
Chievo Verona,Stefano Lorenzi,DC,76
Chievo Verona,Fabio Moro,DC,74
Chievo Verona,Luca Mezzano,DC,75
Chievo Verona,Daniel Ola,DC,76
Chievo Verona,Alessandro Rinaldi,DC,76
Chievo Verona,Simone Barone,CC,74
Chievo Verona,Jonathan Binotto,CC,75
Chievo Verona,Eugenio Corini,CC,74
Chievo Verona,Massimiliano Esposito,CC,76
Chievo Verona,Fabio Firmani,CC,76
Chievo Verona,Daniele Franceschini,CC,74
Chievo Verona,Giorgio Gorgone,CC,74
Chievo Verona,Luciano,CC,75
Chievo Verona,Christian Manfredini,CC,74
Chievo Verona,Simone Perrotta,CC,75
Chievo Verona,Andrea Zanchetta,CC,76
Chievo Verona,Luigi Beghetto,ATT,75
Chievo Verona,Bernardo Corradi,ATT,76
Chievo Verona,Federico Cossato,ATT,74
Chievo Verona,Ciro De Cesare,ATT,75
Chievo Verona,Diomansy Kamara,ATT,76
Chievo Verona,Massimo Marazzina,ATT,74
Chievo Verona,Jason Mayélé,ATT,75
Chievo Verona,Santiago Silva,ATT,74
Fiorentina,Giuseppe Taglialatela,POR,67
Fiorentina,Moreno Torricelli,CC,73
Fiorentina,Daniele Adani,DC,72
Fiorentina,Sandro Cois,CC,67
Fiorentina,Amaral,CC,73
Fiorentina,Angelo Di Livio,CC,73
Fiorentina,Predrag Mijatović,ATT,67
Fiorentina,Domenico Morfeo,CC,72
Fiorentina,Fabio Rossitto,CC,57
Fiorentina,Mario Cassano,POR,56
Fiorentina,Emiliano Moretti,DC,73
Fiorentina,Mirko Benin,CC,67
Fiorentina,Alessandro Agostini,DC,65
Fiorentina,Roberto Massaro,CC,72
Fiorentina,Ezequiel González,CC,70
Fiorentina,Riccardo Taddei,CC,58
Fiorentina,Marco Rossi,CC,70
Fiorentina,Enrico Chiesa,ATT,69
Fiorentina,Nuno Gomes,ATT,73
Fiorentina,Georgios Vakouftsis,ATT,70
Fiorentina,Alessandro Pierini,DC,72
Fiorentina,Christian Amoroso,CC,73
Fiorentina,Angelo Palombo,CC,65
Fiorentina,Niccolò Guzzo,DC,59
Fiorentina,Andrea Tarozzi,DC,72
Fiorentina,Luca Ceccarelli,DC,67
Fiorentina,Alex Manninger,POR,75
Fiorentina,Daniele Ficagna,DC,57
Fiorentina,Giovanni Bartolucci,DC,59
Fiorentina,Maurizio Ganz,ATT,71
Fiorentina,Anselmo Robbiati,ATT,67
Fiorentina,Paolo Vanoli,DC,71
Fiorentina,Roberto Baronio,CC,70
Fiorentina,Adriano Leite Ribeiro,ATT,74
Fiorentina,Orlando Fanasca,CC,58
Fiorentina,Marco Franceschetti,DC,59
Fiorentina,Filippo Fedeli,DC,59
Fiorentina,Lorenzo Crocetti,ATT,59
Fiorentina,Tomáš Řepka,DC,57
Fiorentina,Leandro Amaral,ATT,73
Hellas Verona,Fabrizio Ferron,POR,78
Hellas Verona,Massimo Oddo,TD,71
Hellas Verona,Carlo Teodorani,DC,73
Hellas Verona,Alessandro Mazzola,CC,71
Hellas Verona,Natale Gonnella,DC,73
Hellas Verona,Marco Zanchi,DC,73
Hellas Verona,Mario Frick,ATT,71
Hellas Verona,Giuseppe Colucci,CC,73
Hellas Verona,Alberto Gilardino,ATT,73
Hellas Verona,Adrian Mutu,ATT,71
Hellas Verona,Johnnier Montaño,CC,72
Hellas Verona,Jess Vanstrattan,POR,67
Hellas Verona,Mauro Germán Camoranesi,CC,71
Hellas Verona,Giancarlo Filippini,DC,71
Hellas Verona,Vincenzo Italiano,CC,71
Hellas Verona,Gianluca Pegolo,POR,67
Hellas Verona,Luca Matteassi,CC,71
Hellas Verona,Emiliano Salvetti,CC,72
Hellas Verona,Anthony Šerić,DC,73
Hellas Verona,Leonardo Colucci,CC,73
Hellas Verona,Domenico Doardo,POR,68
Hellas Verona,Adaílton Martins Bolzan,ATT,72
Hellas Verona,Michele Cossato,ATT,71
Hellas Verona,Nicola Diliso,DC,72
Hellas Verona,Andrea Dossena,DC,72
Hellas Verona,Martino Melis,CC,72
Hellas Verona,Paolo Cannavaro,DC,72
Hellas Verona,Andrea Cossu,CC,73
Hellas Verona,Marco Cassetti,CC,73
Hellas Verona,Andrea Pisanu,CC,73
Hellas Verona,Ruslan Nigmatullin,POR,69
Hellas Verona,Dario Dainelli,DC,72
Inter Milan,Francesco Toldo,POR,82
Inter Milan,Iván Córdoba,DC,78
Inter Milan,Mohammed Kallon,ATT,78
Inter Milan,Javier Zanetti,TD,79
Inter Milan,Javier Zanetti,ED,79
Inter Milan,Pasquale Padalino,DC,77
Inter Milan,Cristiano Zanetti,CC,79
Inter Milan,Sérgio Conceição,CC,78
Inter Milan,Francisco Farinós,CC,79
Inter Milan,Ronaldo,ATT,77
Inter Milan,Clarence Seedorf,CC,77
Inter Milan,Andrés Guglielminpietro,CC,78
Inter Milan,Alberto Fontana,POR,75
Inter Milan,Dario Šimić,DC,78
Inter Milan,Luigi Di Biagio,CC,77
Inter Milan,Salvatore Ferraro,DC,79
Inter Milan,Gonzalo Sorondo,DC,77
Inter Milan,Michele Serena,DC,77
Inter Milan,Stéphane Dalmat,CC,77
Inter Milan,Anselmo Robbiati,ATT,79
Inter Milan,Álvaro Recoba,ATT,79
Inter Milan,Grigorios Georgatos,DC,79
Inter Milan,Mathieu Moreau,POR,73
Inter Milan,Marco Materazzi,DC,77
Inter Milan,Vratislav Greško,DC,79
Inter Milan,Adriano,ATT,79
Inter Milan,Antonio Pacheco,ATT,77
Inter Milan,Nelson Vivas,DC,79
Inter Milan,Christian Vieri,ATT,79
Inter Milan,Emre Belözoğlu,CC,79
Inter Milan,Hakan Şükür,ATT,79
Inter Milan,Okan Buruk,CC,78
Inter Milan,Nicola Ventola,ATT,79
Juventus,Gianluigi Buffon,POR,84
Juventus,Ciro Ferrara,DC,78
Juventus,Michele Paramatti,DC,78
Juventus,Paolo Montero,DC,78
Juventus,Igor Tudor,DC,79
Juventus,Fabián O'Neill,CC,78
Juventus,Gianluca Pessotto,TS,78
Juventus,Antonio Conte,CC,80
Juventus,Marcelo Salas,ATT,78
Juventus,Alessandro Del Piero,ATT,79
Juventus,Pavel Nedvěd,CC,78
Juventus,Michelangelo Rampulla,POR,76
Juventus,Mark Iuliano,DC,79
Juventus,Cristian Zenoni,CC,80
Juventus,Alessandro Birindelli,DC,78
