Squadra,Giocatore,Ruolo,Valutazione
AC Monza,Stefano Sensi,AD,79
AC Monza,Michele Di Gregorio,POR,78
AC Monza,Matteo Pessina,CC,78
AC Monza,Gianluca Caprari,AS,77
AC Monza,Patrick Ciurria,ED,77
AC Monza,Nicolò Rovella,CC,77
AC Monza,Pablo Marí Villar,DC,76
AC Monza,Carlos Augusto Zopolato Neves,ES,76
AC Monza,Luca Caldirola,DC,74
AC Monza,Armando Izzo,DC,74
AC Monza,Dany Mota Carvalho,ATT,74
AC Monza,Andrea Petagna,ATT,77
AC Monza,Alessio Cragno,POR,76
AC Monza,Samuele Birindelli,ADA,74
AC Monza,Andrea Colpani,CC,74
AC Monza,Andrea Barberis,CDC,72
AC Monza,Giulio Donati,DC,71
AC Monza,José Ndong Machín Dicombo,CC,71
AC Monza,Marco D'Alessandro,ES,70
AC Monza,Luca Marrone,DC,70
AC Monza,Christian Gytkjær,ATT,70
AC Monza,Filippo Ranocchia,CC,69
AC Monza,Valentin Antov,DC,67
AC Monza,Mattia Valoti,CC,71
AC Monza,Mirko Marić,ATT,69
AC Monza,Eugenio Lamanna,POR,66
AC Monza,Samuele Vignato,COC,65
AC Monza,Samuele Vignato,ATT,65
AC Monza,Franco Carboni,ASA,64
AC Monza,Alessandro Sorrentino,POR,63
AC Monza,Marlon da Silva Barbosa,DC,76
AC Monza,Andrea Ranocchia,DC,74
AC Monza,Luca Mazzitelli,CC,73
AC Monza,Pedro Miguel Lopes Pereira,TD,73
AC Monza,Mario Sampirisi,TD,71
AC Monza,Gabriel Paletta,DC,70
AC Monza,Andrea Carboni,DC,70
AC Monza,Matteo Scozzarella,CC,68
AC Monza,Salvatore Molina,ED,68
AC Monza,Armando Anastasio,ASA,66
AC Monza,Davide Bettella,DC,65
AC Monza,Warren Bondo,CC,63
Atalanta,Duván Zapata,ATT,82
Atalanta,Rafael Tolói,DC,81
Atalanta,Marten de Roon,CC,80
Atalanta,Mario Pašalić,COC,80
Atalanta,Teun Koopmeiners,CC,80
Atalanta,Davide Zappacosta,ES,79
Atalanta,Ademola Lookman,ATT,78
Atalanta,Berat Djimsiti,DC,77
Atalanta,Joakim Mæhle,ED,77
Atalanta,Marco Sportiello,POR,76
Atalanta,Giorgio Scalvini,DC,73
Atalanta,Luis Muriel,ATT,80
Atalanta,Juan Musso,POR,79
Atalanta,Hans Hateboer,ADA,79
Atalanta,Jérémie Boga,ES,77
Atalanta,Merih Demiral,DC,77
Atalanta,José Luis Palomino,DC,76
Atalanta,Éderson José dos Santos,CC,75
Atalanta,Rasmus Højlund,ATT,73
Atalanta,Caleb Okoli,DC,72
Atalanta,Brandon Soppy,ADA,71
Atalanta,Matteo Ruggeri,ASA,69
Atalanta,Francesco Rossi,POR,61
Atalanta,Simone Muratore,CC,63
Atalanta,Vorlický,ES,60
Atalanta,Josip Iličić,COC,81
Atalanta,Josip Iličić,ATT,81
Atalanta,Ruslan Malinovskyi,AS,80
Atalanta,Remo Freuler,CC,79
Atalanta,Alexey Miranchuk,COC,77
Atalanta,Alexey Miranchuk,ATT,77
Atalanta,Marco Carnesecchi,POR,77
Atalanta,Federico Mattiello,TS,71
Atalanta,Nadir Zortea,TD,68
Atalanta,Luca Vido,ATT,67
Atalanta,Ebrima Colley,AD,67
Atalanta,Marco Tumminello,ATT,62
Atalanta,Jacopo Da Riva,CC,62
Bologna,Riccardo Orsolini,ED,78
Bologna,Łukasz Skorupski,POR,77
Bologna,Roberto Soriano,ES,77
Bologna,Nicolás Domínguez,CDC,77
Bologna,Musa Barrow,ATT,77
Bologna,Jerdy Schouten,CDC,75
Bologna,Stefan Posch,TD,74
Bologna,Jhon Lucumí,DC,74
Bologna,Adama Soumaoro,DC,73
Bologna,Giorgos Kyriakopoulos,TS,73
Bologna,Lewis Ferguson,COC,71
Bologna,Nicola Sansone,COC,75
Bologna,Michel Aebischer,CC,74
Bologna,Nikola Moro,CDC,74
Bologna,Andrea Cambiaso,TS,74
Bologna,Lorenzo De Silvestri,TD,73
Bologna,Gary Medel,DC,73
Bologna,Joshua Zirkzee,ATT,73
Bologna,Francesco Bardi,POR,72
Bologna,Charalampos Lykogiannis,TS,72
Bologna,Kevin Bonifazi,DC,72
Bologna,Joaquín Sosa,DC,67
Bologna,Antonio Raimondo,ATT,63
Bologna,Marko Arnautović,ATT,82
Bologna,Federico Ravaglia,POR,65
Bologna,Wisdom Amey,DC,61
Bologna,Kacper Urbański,COC,60
Bologna,Niklas Pyyhtiä,CC,59
Bologna,Mattia Motolese,DC,57
Bologna,Nicola Bagnolini,POR,55
Bologna,Emanuel Vignato,COC,72
Bologna,Ibrahima Mbaye,ADA,71
Bologna,Mitchell Dijks,TS,70
Bologna,Musa Juwara,ATT,67
Bologna,Gabriele Corbo,DC,66
Bologna,Kingsley Michael,CC,66
Bologna,Denso Kasius,TD,65
Bologna,Mattia Pagliuca,ATT,60
Cremonese,Marco Carnesecchi,POR,77
Cremonese,Cyriel Dessers,ATT,75
Cremonese,Soualiho Meïté,CC,74
Cremonese,Marco Benassi,CC,72
Cremonese,Vlad Chiricheș,DC,71
Cremonese,Cristian Buonaiuto,COC,71
Cremonese,Johan Vásquez,TS,71
Cremonese,Charles Pickel,CC,69
Cremonese,Leonardo Sernicola,TD,69
Cremonese,Daniel Ciofani,ATT,68
Cremonese,Luka Lochoshvili,DC,68
Cremonese,David Okereke,ATT,73
Cremonese,Matteo Bianchetti,DC,71
Cremonese,Michele Castagnetti,CDC,71
Cremonese,Emanuele Valeri,ES,71
Cremonese,Pablo Galdames,CC,70
Cremonese,Alex Ferrari,DC,70
Cremonese,Felix Afena-Gyan,ATT,70
Cremonese,Paolo Ghiglione,ED,69
Cremonese,Emanuel Aiwu,DC,67
Cremonese,Giacomo Quagliata,TS,67
Cremonese,Mouhamadou Sarr,POR,62
Cremonese,Basso Ricci,ATT,60
Cremonese,Frank Tsadjout,ATT,69
Cremonese,Christian Acella,CC,60
Cremonese,Gianluca Saro,POR,56
Cremonese,Dorian Ciezkowski,POR,51
Cremonese,Santiago Ascacíbar,CDC,74
Cremonese,Ionuț Andrei Radu,POR,72
Cremonese,Luca Zanimacchia,ED,72
Cremonese,Luca Ravanelli,DC,70
Cremonese,Jaime Baez,AS,69
Cremonese,Samuel Di Carmine,ATT,68
Cremonese,Luca Valzania,CC,68
Cremonese,Paolo Bartolomei,COC,68
Cremonese,Luca Strizzolo,ATT,67
Cremonese,Cedric Diomandè Gondo,ATT,65
Cremonese,Tommaso Milanese,CC,65
Cremonese,Joshua Tenkorang,CC,63
Cremonese,Dennis Politic,ED,61
Cremonese,Alessandro Fiordaliso,TD,61
Cremonese,Filippo Nardi,CC,58
