Squadra,Giocatore,Ruolo,Valutazione
AC Milan,Alessandro Nesta,DC,94
AC Milan,Jaap Stam,DC,93
AC Milan,Andriy Shevchenko,ATT,93
AC Milan,Paolo Maldini,TS,92
AC Milan,Kaká,COC,92
AC Milan,Filippo Inzaghi,ATT,90
AC Milan,Clarence Seedorf,CC,90
AC Milan,Dida,POR,90
AC Milan,Cafú,TD,90
AC Milan,Manuel Cesar Rui Costa,COC,89
AC Milan,Gennaro Ivan Gattuso,CC,89
AC Milan,Hernán Crespo,ATT,89
AC Milan,Andrea Pirlo,CDC,89
AC Milan,Jon Dahl Tomasson,ATT,87
AC Milan,Christian Abbiati,POR,83
AC Milan,Massimo Ambrosini,CDC,82
AC Milan,Kakhaber Kaladze,TS,81
AC Milan,Alessandro Costacurta,DC,80
AC Milan,Giuseppe Pancaro,TD,80
AC Milan,Vikash Dhorasoo,COC,79
AC Milan,Fabricio Coloccini,DC,78
AC Milan,Dario Simic,TD,77
AC Milan,Christian Brocchi,ED,72
AC Milan,Serginho,ES,72
AC Milan,Valerio Fiori,POR,68
AS Roma,Francesco Totti,COC,94
AS Roma,Vincenzo Montella,COC,86
AS Roma,Vincenzo Montella,ATT,86
AS Roma,Antonio Cassano,ATT,86
AS Roma,Traianos Dellas,DC,84
AS Roma,Philippe Mexès,DC,82
AS Roma,Matteo Ferrari,DC,81
AS Roma,Simone Perrotta,CC,81
AS Roma,Cristian Chivu,TS,81
AS Roma,Vincent Candela,ASA,80
AS Roma,Ivan Pelizzoli,POR,80
AS Roma,Daniele De Rossi,CDC,80
AS Roma,Olivier Dacourt,CC,79
AS Roma,Alessandro Faiolhe Mancini,RCAM,77
AS Roma,Mido,ATT,77
AS Roma,Damiano Tommasi,CC,77
AS Roma,Marco Delvecchio,AS,74
AS Roma,Christian Panucci,TD,72
AS Roma,Geatano D'Agostino,LCAM,66
AS Roma,Carlo Zotti,POR,65
AS Roma,Luigi Sartor,DC,61
AS Roma,Daniele Corvia,COC,61
AS Roma,Daniele Corvia,ATT,61
AS Roma,Leandro Damian Cufré,SW,58
AS Roma,Alberto Aquilani,CC,56
AS Roma,Maurizio Lanzaro,DC,52
Atalanta BC,Igor Budan,ATT,78
Atalanta BC,Luigi Sala,TD,75
Atalanta BC,Fabio Rustico,DC,75
Atalanta BC,Riccardo Montolivo,RCAM,75
Atalanta BC,Massimo Taibi,POR,74
Atalanta BC,Demetrio Albertini,CC,73
Atalanta BC,Joao Batista Inacio Pia',ATT,69
Atalanta BC,Gianpaolo Bellini,TS,68
Atalanta BC,Giampaolo Pazzini,ATT,68
Atalanta BC,Luca Saudati,ATT,67
Atalanta BC,D. Zenoni,LCAM,66
Atalanta BC,Duccio Innocenti,DC,64
Atalanta BC,Michele Marcolini,CC,64
Atalanta BC,Nicola Mingazzini,CDC,63
Atalanta BC,Alex Pinardi,COC,62
Atalanta BC,Claudio Rivalta,TS,62
Atalanta BC,Natale Gonnella,TD,60
Atalanta BC,Antonino Bernardini,CC,57
Atalanta BC,Andrea Lazzari,AS,57
Atalanta BC,Stefano Lorenzi,DC,56
Atalanta BC,Gianni Comandini,ATT,56
Atalanta BC,Cesare Natali,DC,56
Atalanta BC,Gleison Pinto Santos,TS,56
Atalanta BC,Andrea Consigli,POR,52
Atalanta BC,Alex Calderoni,POR,45
Bologna,Theodoros Zagorakis,CC,85
Bologna,Carlo Nervo,ES,78
Bologna,Gianluca Pagliuca,POR,74
Bologna,Andrea Pansera,POR,73
Bologna,Andrea Sussi,DC,72
Bologna,Federico Giunti,ED,70
Bologna,Christian Amoroso,CC,69
Bologna,De Souza Texeir Juarez,DC,69
Bologna,Claudio Bellucci,ATT,68
Bologna,Mourad Meghni,CC,67
Bologna,Alessandro Gamberini,DC,66
Bologna,Igli Tare,ATT,64
Bologna,Claudio Terzi,TD,64
Bologna,Tomas Locatelli,AD,60
Bologna,Daniele Daino,DC,60
Bologna,Mahamet Diagouraga,DC,59
Bologna,Leonardo Colucci,ED,58
Bologna,Fabio Petruzzi,DC,58
Bologna,Valentin Vasile Nastase,TD,58
Bologna,Valdo Smit,DC,54
Bologna,Luigi Della Rocca,ATT,50
Bologna,Ciro Capuano,DC,49
Bologna,Massimo Loviso,ED,47
Bologna,Giacomo Cipriani,ATT,45
Bologna,Nicoló Consolini,CC,41
Brescia,Matias Jesus Almeyda,CC,82
Brescia,Daniele Adani,DC,76
Brescia,Jonathan Bachini,LWM,72
Brescia,Giuseppe Sculli,ATT,71
Brescia,Luigi Di Biagio,DC,69
Brescia,Andrea Caracciolo,ATT,69
Brescia,Federico Agliardi,POR,68
Brescia,Maurizio Domizzi,ES,67
Brescia,Davide Zoboli,DC,67
Brescia,Giordano Paganotto,DC,66
Brescia,Gilberto Martinez,ED,64
Brescia,Markus Schopp,RWM,63
Brescia,Alejandro Correa,COC,63
Brescia,Abderazak Jadid,COC,63
Brescia,Marius Stankevicius,DC,62
Brescia,Raul Alberto Gonzalez,ATT,60
Brescia,Daniele Mannini,LWM,60
Brescia,Simone Del Nero,AD,59
Brescia,Luca Castellazzi,POR,59
Brescia,Roberto Guana,CC,59
Brescia,Víctor Hugo Mareco,DC,58
Brescia,Marc Nygaard,ATT,58
Brescia,Nicola Silvestri,CC,57
Brescia,Simone Dallamano,DC,50
Brescia,Ernesto Luca Fiumicelli,ATT,48
Cagliari,Gianfranco Zola,COC,75
Cagliari,David Velasquez Suazo,ATT,75
Cagliari,Theofanis Katergiannakis,POR,73
Cagliari,Massimo Brambilla,CC,68
Cagliari,Mauro Esposito,AD,67
Cagliari,Joao Paulo Di Fabio,TD,66
Cagliari,Nelson Abeijon,CC,64
Cagliari,Antonio Langella,ATT,64
Cagliari,Roberto Maltagliati,DC,63
Cagliari,Simone Loria,TS,63
Cagliari,Gennaro Iezzo,POR,63
Cagliari,Marcello Albino,CC,62
Cagliari,Fabio Macellari,TD,62
Cagliari,Massimo Gobbi,CC,62
Cagliari,Diego Luis López,DC,61
Cagliari,Daniele Conti,ES,61
Cagliari,Simone Farci,CC,61
Cagliari,Rolando Bianchi,ATT,60
Cagliari,Loris Del Nevo,CC,60
Cagliari,Alessandro Agostini,TD,57
Cagliari,Angelo Giacomo De Martis,ATT,57
Cagliari,Davide Ugo Capello,POR,56
Cagliari,Rocco Sabato,DC,54
Cagliari,Edgar Anthony Alvarez Reyes,CC,54
Cagliari,Riccardo Gavioli,ES,44
Chievo Verona,Matteo Brighi,CC,81
Chievo Verona,Luca Marchegiani,POR,76
Chievo Verona,Lorenzo D'Anna,DC,75
Chievo Verona,Federico Cossato,ATT,73
Chievo Verona,Carvalho Amauri,ATT,73
Chievo Verona,Andrea Zanchetta,CC,72
Chievo Verona,Roberto Baronio,CC,71
Chievo Verona,Simone Tiribocchi,COC,70
Chievo Verona,Simone Tiribocchi,ATT,70
Chievo Verona,Sergio Marcon,POR,70
Chievo Verona,Davide Mandelli,DC,69
Chievo Verona,César,DC,66
Chievo Verona,Luciano,ES,62
Chievo Verona,John Mensah,TD,59
Chievo Verona,Salvatore Lanna,TS,57
Chievo Verona,Fabio Moro,TD,57
Chievo Verona,Marco Esposito,TD,57
Chievo Verona,Marco Malagó,DC,56
Chievo Verona,Paolo Codognola,POR,56
Chievo Verona,Sergio Pellissier,ATT,55
Chievo Verona,Ivone De Franceschi,ES,54
