Squadra,Giocatore,Ruolo,Valutazione
AC Milan,Sebastiano Rossi,POR,78
AC Milan,Christian Panucci,DC,74
AC Milan,Paolo Maldini,DC,74
AC Milan,Demetrio Albertini,CC,75
AC Milan,Filippo Galli,DC,73
AC Milan,Franco Baresi,DC,75
AC Milan,Marcel Desailly,DC,75
AC Milan,George Weah,ATT,73
AC Milan,Dejan Savićević,CC,74
AC Milan,Alessandro Costacurta,DC,75
AC Milan,Mario Ielpo,POR,69
AC Milan,Francesco Coco,DC,74
AC Milan,Michael Reiziger,DC,74
AC Milan,Massimo Ambrosini,CC,75
AC Milan,Tomas Locatelli,CC,74
AC Milan,Gabriele Aldegani,POR,70
AC Milan,Roberto Baggio,ATT,75
AC Milan,Christophe Dugarry,ATT,73
AC Milan,Zvonimir Boban,CC,75
AC Milan,Mauro Tassotti,DC,74
AC Milan,Edgar Davids,CC,74
AC Milan,Marco Simone,ATT,75
AC Milan,Stefano Eranio,CC,73
AC Milan,Angelo Pagotto,POR,70
AC Milan,Luca Saudati,ATT,74
AC Milan,Francesco De Francesco,ATT,73
AC Milan,Matteo Pelatti,ATT,74
AC Milan,Pietro Vierchowod,DC,75
AC Milan,Vincenzo Maiolo,CC,73
AC Milan,Daniele Daino,DC,73
AC Milan,Jesper Blomqvist,CC,73
AC Milan,Miodrag Vukotić,DC,73
AC Milan,Alberto Comazzi,DC,74
AC Milan,Massimo Prete,POR,69
AS Roma,Giovanni Cervone,POR,79
AS Roma,Roberto Trotta,DC,75
AS Roma,Marco Lanna,DC,73
AS Roma,Enrico Annoni,DC,74
AS Roma,Jonas Thern,CC,75
AS Roma,Aldair,DC,75
AS Roma,Francesco Moriero,CC,74
AS Roma,Francesco Statuto,CC,75
AS Roma,Abel Balbo,ATT,75
AS Roma,Daniel Fonseca,ATT,73
AS Roma,Amedeo Carboni,CC,73
AS Roma,Giorgio Sterchele,POR,69
AS Roma,Fabio Petruzzi,DC,75
AS Roma,Daniele Berretta,CC,75
AS Roma,Luigi Di Biagio,CC,75
AS Roma,Martin Dahlin,ATT,75
AS Roma,Francesco Totti,ATT,74
AS Roma,Damiano Tommasi,CC,73
AS Roma,Massimiliano Cappioli,CC,75
AS Roma,Gabriele Grossi,DC,73
AS Roma,Antonino Bernardini,CC,74
AS Roma,Giampaolo Di Magno,POR,69
AS Roma,Lampros Choutos,ATT,74
AS Roma,Marco Delvecchio,ATT,74
AS Roma,Lorenzo Stovini,DC,74
AS Roma,Gianluca Berti,POR,69
AS Roma,Matteo Pivotto,DC,74
AS Roma,Fabrizio Romondini,CC,73
AS Roma,Daniele Conti,CC,75
AS Roma,Andrea Conti,ATT,73
AS Roma,Omari Tetradze,DC,73
AS Roma,Vincent Candela,DC,73
Atalanta,Davide Micillo,POR,81
Atalanta,José Oscar Herrera,CC,74
Atalanta,Valter Bonacina,CC,76
Atalanta,Massimo Carrera,DC,76
Atalanta,Daniele Fortunato,CC,74
Atalanta,Zoran Mirković,DC,74
Atalanta,Federico Magallanes,ATT,75
Atalanta,Joakim Persson,CC,75
Atalanta,Filippo Inzaghi,ATT,74
Atalanta,Domenico Morfeo,CC,75
Atalanta,Fabio Gallo,CC,74
Atalanta,Davide Pinato,POR,70
Atalanta,Andrea Sottil,DC,76
Atalanta,Federico Pisani,ATT,75
Atalanta,Marco Sgrò,CC,74
Atalanta,Emanuele Tresoldi,DC,76
Atalanta,Paolo Foglio,DC,74
Atalanta,Stefano Rossini,DC,74
Atalanta,Franco Rotella,CC,74
Atalanta,Gianluca Luppi,CC,75
Atalanta,Andrea Natali,POR,72
Atalanta,Fabio Rustico,DC,74
Atalanta,Fausto Rossini,ATT,76
