Squadra,Giocatore,Ruolo,Valutazione
AC Milan,Sebastiano Rossi,POR,84
AC Milan,Thomas Helveg,DC,78
AC Milan,Paolo Maldini,DC,77
AC Milan,Paolo Maldini,TS,77
AC Milan,Demetrio Albertini,CC,77
AC Milan,Alessandro Costacurta,DC,77
AC Milan,Andrij Ševčenko,ATT,78
AC Milan,Gennaro Gattuso,CC,78
AC Milan,George Weah,ATT,78
AC Milan,Zvonimir Boban,CC,79
AC Milan,Maurizio Ganz,ATT,77
AC Milan,Christian Abbiati,POR,75
AC Milan,Ibrahim Ba,CC,79
AC Milan,Taribo West,DC,79
AC Milan,Roberto Ayala,DC,78
AC Milan,Diego De Ascentis,CC,77
AC Milan,Max Tonetto,DC,79
AC Milan,Max Tonetto,TS,79
AC Milan,Leonardo,CC,79
AC Milan,Pierluigi Orlandini,CC,78
AC Milan,José Chamot,DC,77
AC Milan,Oliver Bierhoff,ATT,79
AC Milan,Federico Giunti,CC,77
AC Milan,Roberto Colombo,POR,75
AC Milan,Massimo Ambrosini,CC,79
AC Milan,Andrés Guglielminpietro,CC,78
AC Milan,Bruno N'Gotty,DC,77
AC Milan,Luigi Sala,DC,77
AC Milan,Serginho,CC,79
AC Milan,Mirco Sadotti,DC,78
AC Milan,Fabricio Coloccini,DC,79
AC Milan,Carlo Teodorani,DC,79
AC Milan,Mattia Graffiedi,ATT,77
AC Milan,Mohammed Aliyu Datti,ATT,78
AC Milan,Valerio Fiori,POR,73
AC Milan,José Mari,ATT,79
AS Roma,Michael Konsel,POR,81
AS Roma,Cafu,TD,76
AS Roma,Cafu,ED,76
AS Roma,Antônio Carlos Zago,DC,76
AS Roma,Cristiano Zanetti,CC,78
AS Roma,Marcos Assunção,CC,76
AS Roma,Aldair,DC,78
AS Roma,Gustavo Bartelt,DC,77
AS Roma,Dmitrij Aleničev,CC,76
AS Roma,Hidetoshi Nakata,CC,78
AS Roma,Vincenzo Montella,ATT,76
AS Roma,Francesco Totti,ATT,77
AS Roma,Francesco Totti,COC,77
AS Roma,Eusebio Di Francesco,CC,76
AS Roma,Cristiano Lupatelli,POR,72
AS Roma,Manuele Blasi,CC,76
AS Roma,Carmine Gautieri,COC,76
AS Roma,Giuseppe Colucci,CC,78
AS Roma,Ivan Tomić,CC,78
AS Roma,Damiano Tommasi,CC,78
AS Roma,Alessandro Frau,ATT,76
AS Roma,Paolo Poggi,ATT,77
AS Roma,Sjarhej Hurėnka,DC,78
AS Roma,Amedeo Mangone,DC,78
AS Roma,Gaetano D'Agostino,CC,76
AS Roma,Francesco Antonioli,POR,74
AS Roma,Alessandro Rinaldi,DC,77
AS Roma,Marco Delvecchio,ATT,78
AS Roma,Marco Delvecchio,AS,78
AS Roma,Lampros Choutos,ATT,78
AS Roma,Joseph Dayo Oshadogan,DC,76
AS Roma,Ednilson,CC,77
AS Roma,Fábio Júnior,ATT,76
AS Roma,Maurizio Lanzaro,DC,76
AS Roma,Marco Quadrini,DC,77
AS Roma,Fabio Petruzzi,DC,78
AS Roma,Luca Ferri,DC,77
AS Roma,Vincent Candela,ASA,78
AS Roma,Vincent Candela,ES,78
AS Roma,Neşat Gülünoğlu,ATT,77
AS Roma,Andrea Campagnolo,POR,73
AS Roma,Marco Amelia,POR,74
AS Roma,Giorgio Sterchele,POR,74
AS Roma,Francesco Statuto,CC,76
Bari,Francesco Mancini,POR,77
Bari,Luigi Garzya,DC,74
Bari,Alessandro Del Grosso,DC,72
Bari,Gaetano De Rosa,DC,72
Bari,Michael Madsen,CC,73
Bari,Matteo Ferrari,DC,74
Bari,Grégory Campi,CC,72
Bari,Daniel Andersson,CC,74
Bari,Yksel Osmanovski,ATT,72
Bari,Michele Marcolini,CC,72
Bari,Phil Masinga,ATT,72
Bari,Giovanni Indiveri,POR,69
Bari,Duccio Innocenti,DC,74
Bari,Davide Olivares,CC,73
Bari,Antonio Bellavista,CC,73
Bari,Antonio La Fortezza,CC,74
Bari,Simone Perrotta,CC,73
Bari,Antonio Cassano,ATT,72
Bari,Antonio Cassano,AS,72
Bari,Raphael Chukwu,ATT,73
Bari,Hany Said,CC,73
Bari,Jaime Valdés,CC,74
Bari,Rodolfo Giorgetti,CC,73
Bari,Diego Markic,CC,73
Bari,G. Roberto Nacci,DC,74
Bari,Pascual De Gregorio,ATT,74
Bari,Gionatha Spinesi,ATT,73
Bari,Mattia Collauto,CC,74
Bari,Hugo Enyinnaya,ATT,74
Bari,Lorenzo Sibilano,DC,74
Bari,Rachid Neqrouz,DC,72
Bari,Carlo Cardascio,CC,72
Bari,Attilio Gregori,POR,68
Bologna,Gianluca Pagliuca,POR,79
Bologna,Giovanni Bia,DC,73
Bologna,Michele Paramatti,DC,73
Bologna,Zé Elias,CC,73
Bologna,Giancarlo Marocchi,CC,75
Bologna,Massimo Tarantino,DC,75
Bologna,Carlo Nervo,CC,73
Bologna,Klas Ingesson,CC,74
Bologna,Nicola Ventola,ATT,73
Bologna,Giuseppe Signori,CC,75
Bologna,Igor' Kolyvanov,ATT,75
Bologna,Marco Roccati,POR,71
Bologna,Nicola Boselli,DC,73
Bologna,Alessandro Gamberini,DC,75
Bologna,Eriberto,CC,73
Bologna,Giulio Falcone,DC,75
Bologna,Teddy Lučić,DC,75
Bologna,Paolo Orlandoni,POR,70
Bologna,Davide Fontolan,CC,73
Bologna,Massimo Paganin,DC,73
Bologna,Pierre Womé,DC,74
Bologna,Jonatan Binotto,CC,74
Bologna,Andrea Ferrari,POR,70
Bologna,Fausto Ferrari,ATT,73
Bologna,Alessandro Dal Canto,DC,75
Bologna,John Mensah,DC,74
Bologna,Giacomo Cipriani,ATT,74
Bologna,Roberto Goretti,CC,74
