Squadra,Giocatore,Ruolo,Valutazione
AC Milan,Dida,POR,82
AC Milan,Sebastiano Rossi,POR,78
AC Milan,Cafu,TD,88
AC Milan,Christian Panucci,TD,78
AC Milan,Alessandro Nesta,DC,88
AC Milan,Costacurta,DC,82
AC Milan,Dario Simic,DC,72
AC Milan,Dario Simic,TD,72
AC Milan,Paolo Maldini,TS,90
AC Milan,Dario Simic,ASA,72
AC Milan,Demetrio Albertini,CDC,84
AC Milan,Zvonimir Boban,CDC,84
AC Milan,Clarence Seedorf,CC,84
AC Milan,Gennaro Gattuso,CC,78
AC Milan,Rui Costa,COC,86
AC Milan,George Weah,COC,88
AC Milan,George Weah,AD,88
AC Milan,Savicevic,AS,82
AC Milan,George Weah,ATT,88
AC Milan,Oliver Bierhoff,ATT,82
AC Milan,Maurizio Ganz,ATT,74
AS Roma,Michael Konsel,POR,83
AS Roma,Cafu,TD,78
AS Roma,Cafu,ED,78
AS Roma,Antônio Carlos Zago,DC,78
AS Roma,Luigi Di Biagio,CC,77
AS Roma,Vincent Candela,ASA,76
AS Roma,Vincent Candela,ES,76
AS Roma,Aldair,DC,78
AS Roma,Paulo Sérgio,ATT,76
AS Roma,Dmitri Alenichev,CC,76
AS Roma,Gustavo Javier Bartelt,ATT,78
AS Roma,Francesco Totti,ATT,78
AS Roma,Eusebio Di Francesco,CC,76
AS Roma,Antonio Chimenti,POR,72
AS Roma,Fabio Petruzzi,DC,77
AS Roma,Carmine Gautieri,CC,78
AS Roma,Pierre Nlend Wome,DC,78
AS Roma,Ivan Tomić,CC,77
AS Roma,Damiano Tommasi,CC,76
AS Roma,Alessandro Frau,ATT,77
AS Roma,Marco Quadrini,DC,77
AS Roma,Filippo Dal Moro,DC,76
AS Roma,Omari Tetradze,DC,78
AS Roma,Andrea Campagnolo,POR,72
AS Roma,Daniele Conti,CC,76
AS Roma,Marco Delvecchio,ATT,76
AS Roma,Daniele Bordacconi,CC,77
AS Roma,Fábio Júnior,ATT,78
AS Roma,Maurizio Lanzaro,DC,77
AS Roma,Cristian Servidei,DC,78
AS Roma,Giorgio Sterchele,POR,74
AS Roma,Francesco Statuto,CC,77
Bari,Francesco Mancini,POR,80
Bari,Luigi Garzya,DC,74
Bari,Rocco Roberto Paris,DC,76
Bari,Gaetano De Rosa,DC,75
Bari,Michael Madsen,CC,76
Bari,Rodolfo Giorgetti,CC,75
Bari,Mauro Bressan,CC,76
Bari,Daniel Andersson,CC,76
Bari,Yksel Osmanovski,ATT,75
Bari,Michele Marcolini,CC,74
Bari,Phil Masinga,ATT,74
Bari,Giovanni Indiveri,POR,70
Bari,Duccio Innocenti,DC,74
Bari,Davide Olivares,CC,76
Bari,Diego De Ascentis,CC,75
Bari,Miguel Ángel Guerrero,ATT,74
Bari,Peter Knudsen,CC,74
Bari,Gianluca Zambrotta,CC,76
Bari,Hany Said,DC,75
Bari,Grégory Campi,CC,75
Bari,Carlo Sassarini,DC,75
Bari,Gionatha Spinesi,ATT,76
Bari,Michele Tarallo,ATT,75
Bari,Rachid Neqrouz,DC,75
Bari,Attilio Gregori,POR,71
Bologna,Francesco Antonioli,POR,81
Bologna,Giovanni Bia,DC,75
Bologna,Michele Paramatti,DC,74
Bologna,Massimo Paganin,DC,76
Bologna,Giancarlo Marocchi,CC,75
Bologna,Massimo Tarantino,DC,76
Bologna,Carlo Nervo,CC,75
Bologna,Klas Ingesson,CC,75
Bologna,Igor' Kolyvanov,ATT,76
Bologna,Giuseppe Signori,ATT,76
Bologna,Oscar Magoni,CC,74
Bologna,Marco Roccati,POR,71
Bologna,Nicola Boselli,DC,75
Bologna,Christophe Sanchez,ATT,76
Bologna,Eriberto,CC,76
Bologna,Massimiliano Cappioli,CC,76
Bologna,Giovanni Pompei,ATT,75
Bologna,Davide Fontolan,CC,75
Bologna,Kennet Andersson,ATT,76
Bologna,Igor' Simutenkov,ATT,76
Bologna,Jonathan Binotto,CC,75
Bologna,Alex Brunner,POR,70
Bologna,Alessandro Rinaldi,DC,74
Bologna,Amedeo Mangone,DC,76
Bologna,Filippo Di Leo,POR,71
Bologna,Antonio Foschini,DC,75
Bologna,Stefano Bettarini,DC,75
Bologna,Claudio Gallicchio,ATT,74
Bologna,Giacomo Cipriani,ATT,74
Bologna,Giampiero Maini,CC,76
Bologna,Teddy Lučić,DC,76
Cagliari,Alessio Scarpi,POR,79
Cagliari,Francesco Zanoncelli,DC,72
Cagliari,Gianluca Grassadonia,DC,74
Cagliari,Matteo Villa,DC,72
Cagliari,Gianni Cavezzi,CC,73
Cagliari,Matteo Centurioni,DC,73
Cagliari,Gaetano Vasari,CC,74
Cagliari,Tiziano De Patre,CC,73
Cagliari,Patrick Mboma,ATT,72
Cagliari,Fabián O'Neill,CC,74
Cagliari,Roberto Muzzi,ATT,73
Cagliari,Maurizio Franzone,POR,70
