Squadra,Giocatore,Ruolo,Valutazione
Atalanta,Alejandro Gómez,COC,86
Atalanta,Josip Iličić,ATT,84
Atalanta,Duván Zapata,ATT,83
Atalanta,Simon Kjær,DC,81
Atalanta,Luis Muriel,ATT,80
Atalanta,Martin Škrtel,DC,79
Atalanta,Mattia Caldara,DC,79
Atalanta,Ruslan Malinovskyi,CC,79
Atalanta,Rafael Tolói,DC,78
Atalanta,Remo Freuler,CC,78
Atalanta,Marten de Roon,CC,78
Atalanta,Pierluigi Gollini,POR,78
Atalanta,Hans Hateboer,ED,78
Atalanta,Mario Pašalić,CC,78
Atalanta,Robin Gosens,ES,78
Atalanta,José Luis Palomino,DC,77
Atalanta,Andrea Masiello,DC,76
Atalanta,Marco Sportiello,POR,76
Atalanta,Timothy Castagne,ES,76
Atalanta,Berat Djimsiti,DC,75
Atalanta,Adrien Tameze,CC,74
Atalanta,Guilherme Arana Lopes,ES,73
Atalanta,Matteo Pessina,CC,72
Atalanta,Boško Šutalo,DC,72
Atalanta,Musa Barrow,ATT,70
Atalanta,Marco Varnier,DC,69
Atalanta,Luca Valzania,CC,67
Atalanta,Lennart Czyborra,ES,67
Atalanta,Raoul Bellanova,TD,67
Atalanta,Arkadiusz Reca,TS,66
Atalanta,Nicolò Fazzi,ES,64
Atalanta,Roger Ibañez Da Silva,DC,64
Atalanta,Roberto Piccoli,ATT,64
Atalanta,Ebrima Colley,ATT,64
Atalanta,Patrick Asmah,TS,62
Atalanta,Diallo Amad Traore,ATT,62
Atalanta,Francesco Rossi,POR,60
Bologna,Roberto Soriano,COC,78
Bologna,Gary Medel,CDC,77
Bologna,Nicola Sansone,COC,77
Bologna,Blerim Džemaili,CC,76
Bologna,Rodrigo Palacio,ATT,76
Bologna,Danilo Larangeira,DC,76
Bologna,Andrea Poli,CDC,76
Bologna,Łukasz Skorupski,POR,76
Bologna,Riccardo Orsolini,COC,76
Bologna,Nicolás Domínguez,CC,76
Bologna,Federico Santander,ATT,74
Bologna,Stefano Denswil,TS,74
Bologna,Mattia Destro,ATT,73
Bologna,Lorenzo Crisetig,CC,73
Bologna,Ladislav Krejčí,AS,73
Bologna,Mattia Bani,DC,73
Bologna,Jerdy Schouten,CDC,73
Bologna,Angelo Esmael da Costa Júnior,POR,72
Bologna,Mitchell Dijks,TS,72
Bologna,Ibrahima Mbaye,TD,72
Bologna,César Falletti,COC,72
Bologna,Godfred Donsah,CC,72
Bologna,Takehiro Tomiyasu,TD,72
Bologna,Andreas Skov Olsen,AD,72
Bologna,Diego Falcinelli,ATT,71
Bologna,Arturo Calabresi,TD,71
Bologna,Musa Barrow,ATT,70
Bologna,Nehuén Paz,DC,69
Bologna,Mattias Svanberg,CC,69
Bologna,Orji Okwonkwo,AD,69
Bologna,Kingsley Michael,CC,67
Bologna,Mouhamadou Sarr,POR,62
Bologna,Gabriele Corbo,DC,62
Bologna,Caio Vinicius Pirana,POR,62
Bologna,Musa Juwara,ATT,60
Bologna,Andri Fannar Baldursson,CC,59
Bologna,Andrea Vassallo,ATT,54
Bologna,Federico Bonini,DC,53
Brescia,Mario Balotelli,ATT,81
Brescia,Sandro Tonali,CC,77
Brescia,Rômulo Souza Orestes Caldeira,COC,75
Brescia,Jesse Joronen,POR,75
Brescia,Alfredo Donnarumma,ATT,74
Brescia,Dimitri Bisoli,CC,73
Brescia,Andrea Cistana,DC,73
Brescia,Ernesto Torregrossa,ATT,72
Brescia,Jaromír Zmrhal,ES,72
Brescia,Stefano Sabelli,TD,71
Brescia,Florian Ayé,ATT,71
Brescia,Enrico Alfonso,POR,70
Brescia,Daniele Dessena,CC,70
Brescia,Alessandro Matri,ATT,70
Brescia,Bruno Martella,TS,70
