Squadra,Giocatore,Ruolo,Valutazione
AS Roma,Edin Džeko,ATT,83
AS Roma,Henrikh Mkhitaryan,AS,82
AS Roma,Jordan Veretout,CC,81
AS Roma,Pau López Sabata,POR,81
AS Roma,Leonardo Spinazzola,ES,80
AS Roma,Alessandro Florenzi,TD,80
AS Roma,Aleksandar Kolarov,DC,79
AS Roma,Chris Smalling,DC,79
AS Roma,Lorenzo Pellegrini,AD,79
AS Roma,Antonio Mirante,POR,78
AS Roma,Diego Perotti,ES,78
AS Roma,Pedro Rodríguez Ledesma,AT,78
AS Roma,Stephan El Shaarawy,AS,78
AS Roma,Bryan Cristante,CDC,78
AS Roma,Davide Zappacosta,ADA,78
AS Roma,Robin Olsen,POR,77
AS Roma,Gianluca Mancini,DC,77
AS Roma,Cengiz Ünder,ED,77
AS Roma,Rick Karsdorp,ED,76
AS Roma,Borja Mayoral Moya,ATT,76
AS Roma,Justin Kluivert,ES,76
AS Roma,Nicolò Zaniolo,COC,76
AS Roma,Federico Fazio,DC,75
AS Roma,Nikola Kalinić,ATT,75
AS Roma,Javier Pastore,COC,75
AS Roma,Bruno da Silva Peres,ED,75
AS Roma,Amadou Diawara,CDC,75
AS Roma,Marash Kumbulla,DC,75
AS Roma,Carles Pérez Sayol,ED,74
AS Roma,Gonzalo Villar del Fraile,CC,74
AS Roma,Roger Ibañez Da Silva,DC,74
AS Roma,Davide Santon,TD,73
AS Roma,Juan Guilherme Nunes Jesus,DC,73
AS Roma,Yıldırım Mert Çetin,DC,71
AS Roma,Ante Ćorić,COC,70
AS Roma,Mirko Antonucci,AS,67
AS Roma,Bryan Reynolds,TD,66
AS Roma,Daniel Cerântula Fuzato,POR,66
AS Roma,Riccardo Calafiori,TS,66
AS Roma,Ebrima Darboe,CDC,64
AS Roma,Moustapha Seck,TS,63
AS Roma,Tommaso Milanese,CC,63
AS Roma,Alessio Riccardi,CC,62
AS Roma,Nicola Zalewski,COC,62
AS Roma,Mory Bamba,AD,61
AS Roma,Edoardo Bove,CC,61
AS Roma,Filippo Tripi,DC,60
AS Roma,Simone Farelli,POR,58
AS Roma,Sidy Keba Coly,ATT,57
AS Roma,Pietro Boer,POR,54
AS Roma,Devid Eugene Bouah,TD,49
Atalanta,Alejandro Gómez,COC,86
Atalanta,Josip Iličić,AD,84
Atalanta,Duván Zapata,ATT,83
Atalanta,Robin Gosens,ES,83
Atalanta,Luis Muriel,ATT,82
Atalanta,Marten de Roon,CC,81
Atalanta,Pierluigi Gollini,POR,81
Atalanta,Ruslan Malinovskyi,AS,80
Atalanta,Remo Freuler,CC,79
Atalanta,Berat Djimsiti,DC,79
Atalanta,Hans Hateboer,ED,79
Atalanta,Timothy Castagne,TD,79
Atalanta,Rafael Tolói,DC,78
Atalanta,Alexey Miranchuk,COC,78
Atalanta,Cristian Romero,DC,78
Atalanta,José Luis Palomino,DC,77
Atalanta,Mario Pašalić,CC,77
Atalanta,Matteo Pessina,COC,77
Atalanta,Cristiano Piccini,TD,76
Atalanta,Marco Sportiello,POR,76
Atalanta,Mattia Caldara,DC,76
Atalanta,Joakim Mæhle,ED,76
Atalanta,Adrien Tameze,CDC,75
Atalanta,Johan Mojica,TS,74
Atalanta,Sam Lammers,ATT,74
Atalanta,Viktor Kovalenko,COC,73
Atalanta,Fabio Depaoli,ED,72
Atalanta,Boško Šutalo,DC,72
Atalanta,Nicolas Haas,CC,70
Atalanta,Arkadiusz Reca,ES,70
Atalanta,Lennart Czyborra,TS,69
Atalanta,Boris Radunović,POR,68
Atalanta,Raoul Bellanova,TD,68
Atalanta,Gaetano Monachello,ATT,67
Atalanta,Ebrima Colley,AT,67
Atalanta,Christian Capone,AS,66
Atalanta,Marco Carraro,CC,66
Atalanta,Marco Carnesecchi,POR,66
Atalanta,Amad Diallo,ED,66
Atalanta,Matteo Ruggeri,ES,65
Atalanta,Marco Tumminello,ATT,63
Atalanta,Roberto Piccoli,ATT,63
Atalanta,Jacopo Da Riva,CC,61
Atalanta,Emmanuel Gyabuaa,CC,61
Atalanta,Davide Ghislandi,ED,61
Atalanta,Francesco Rossi,POR,60
Atalanta,Khadim Ndiaye,POR,58
Benevento,Iago Falqué Silva,AT,75
Benevento,Kamil Glik,DC,75
Benevento,Gianluca Caprari,AS,75
Benevento,Christian Maggio,TD,73
Benevento,Artur Ioniță,CC,73
Benevento,Oliver Kragl,ES,73
Benevento,Lorenzo Montipò,POR,73
Benevento,Gaetano Letizia,TD,73
Benevento,Bryan Dabo,CC,72
Benevento,Luca Caldirola,DC,72
Benevento,Fabio Depaoli,TD,72
Benevento,Perparim Hetemaj,CC,71
Benevento,Nicolas Viola,CC,71
Benevento,Pasquale Schiattarella,CC,71
