Squadra,Giocatore,Ruolo,Valutazione
Atalanta,Germán Denis,ATT,78
Atalanta,Maximiliano Moralez,AT,78
Atalanta,Ezequiel Schelotto,ED,76
Atalanta,Simone Padoin,ES,75
Atalanta,Stefano Lucchini,DC,75
Atalanta,Luca Cigarini,CC,75
Atalanta,Matteo Brighi,CC,74
Atalanta,Guglielmo Stendardo,DC,74
Atalanta,Carlos Carmona,CC,74
Atalanta,Thomas Manfredini,DC,73
Atalanta,Andrea Consigli,POR,73
Atalanta,Adriano Ferreira Pinto,COC,73
Atalanta,Daniele Capelli,DC,73
Atalanta,Giacomo Bonaventura,ES,73
Atalanta,Simone Tiribocchi,ATT,72
Atalanta,Andrea Masiello,TD,72
Atalanta,Gianpaolo Bellini,TS,71
Atalanta,Federico Peluso,TS,71
Atalanta,Guido Marilungo,AT,71
Atalanta,Manolo Gabbiadini,ATT,71
Atalanta,Leonardo Pettinari,ES,70
Atalanta,Alessandro Carrozza,ES,70
Atalanta,Ciro Polito,POR,69
Atalanta,Fabio Caserta,CC,69
Atalanta,Matteo Ardemagni,ATT,69
Atalanta,Giorgio Frezzolini,POR,68
Atalanta,Riccardo Cazzola,CC,68
Atalanta,Cristian Raimondi,TD,66
Atalanta,Nadir Minotti,COC,64
Atalanta,Michele Ferri,TS,63
Atalanta,Nejc Praprotnik,CC,63
Atalanta,Renato Facheris,POR,58
Bologna,Marco Di Vaio,ATT,81
Bologna,Jean Francois Gillet,POR,76
Bologna,Alessandro Diamanti,AD,76
Bologna,Gastón Ramirez,AS,76
Bologna,Diego Pérez,CC,75
Bologna,Gaby Mudingayi,CC,74
Bologna,Daniele Portanova,DC,74
Bologna,Panagiotis Kone,CC,74
Bologna,Robert Acquafresca,ATT,74
Bologna,Mikael Antonsson,DC,73
Bologna,Federico Casarini,ED,73
Bologna,Frederik Sørensen,DC,73
Bologna,Simone Loria,DC,72
Bologna,Andrea Raggi,TD,72
Bologna,Henry Damián Gimenez,AT,72
Bologna,György Garics,TD,71
Bologna,Matteo Rubin,TS,71
Bologna,Nico Pulzetti,CC,70
Bologna,Archimede Morleo,TS,70
Bologna,Federico Agliardi,POR,69
Bologna,Daniele Vantaggiato,ATT,69
Bologna,José Ángel Crespo Rincón,TS,68
Bologna,Daniele Paponi,AT,68
Bologna,Rene Krhin,CC,68
Bologna,Ishak Belfodil,AT,68
Bologna,Cesare Gianf. Rickler Del Mare,DC,67
Bologna,Nicolò Cherubin,DC,67
Bologna,Saphir Taïder,COC,67
Bologna,Luigi Vitale,TS,66
Bologna,Riccardo Pasi,COC,65
Bologna,Manuel Gavilán Morales,ATT,64
Bologna,Dejan Stojanovic,POR,60
Bologna,Federico Rodríguez,ATT,59
Bologna,Massimo Coda,ATT,56
Bologna,Filippo Lombardi,POR,54
Cagliari,Andrea Cossu,COC,80
Cagliari,Mauricio Pinilla,ATT,78
Cagliari,Davide Astori,DC,78
Cagliari,Radja Nainggolan,CC,78
Cagliari,Michele Canini,DC,76
Cagliari,Daniele Conti,CDC,75
Cagliari,Thiago Ribeiro Cardoso,ATT,75
Cagliari,Albin Ekdal,CC,75
Cagliari,Alessandro Agostini,TS,74
Cagliari,Michael Agazzi,POR,74
Cagliari,Davide Biondini,CDC,74
Cagliari,Víctor Ibarbo,ATT,74
Cagliari,Anderson Miguel da Silva,ATT,73
Cagliari,Moestafa El Kabir,ATT,73
Cagliari,Francesco Pisano,TD,72
Cagliari,Joaquin Larrivey,ATT,72
Cagliari,Lorenzo Ariaudo,DC,72
Cagliari,Daniele Dessena,CC,71
Cagliari,Gabriele Perico,TD,70
Cagliari,Fernando Rui V. Pinto Sampaio,CC,69
Cagliari,Vlada Avramov,POR,68
Cagliari,Sebastian Eriksson,CC,68
Cagliari,Pablo Ceppellini,COC,67
Cagliari,Daniele Magliocchetti,TD,66
Cagliari,Luca Di Laura,TD,66
Cagliari,Salvatore Burrai,CDC,64
Cagliari,Marco Ruzittu,POR,64
Cagliari,Simone Gozzi,DC,63
Cagliari,Mauro Vigorito,POR,62
Cagliari,Daniele Caschili,ATT,61
Cagliari,Paolo Dametto,DC,61
Cagliari,Oumar Diop,DC,61
Cagliari,Federico Bonu,TD,60
Cagliari,Nicola Bovi,CC,60
Cagliari,Antonio Grosso,POR,58
Cagliari,Nicola Murru,TD,55
Catania,Maxi López,ATT,78
Catania,Alejandro Gómez,AS,77
Catania,Nicolás Spolli,DC,77
Catania,Mariano Andújar,POR,76
Catania,Nicola Legrottaglie,DC,75
Catania,Sergio Bernardo Almirón,CC,75
Catania,David Suazo,ATT,74
Catania,Marco Biagianti,CDC,74
Catania,Juan Pablo Carrizo,POR,74
Catania,Gonzalo Bergessio,ATT,74
Catania,Felipe Seymour,CC,74
Catania,Francesco Lodi,CC,73
Catania,Pablo Barrientos,AD,73
Catania,Cristian Llama,ES,73
Catania,Marco Motta,TD,73
Catania,Giuseppe Bellusci,DC,73
Catania,Ciro Capuano,TS,72
Catania,Pablo Álvarez,TD,72
Catania,Adrian Ricchiuti,COC,72
Catania,Davide Lanzafame,AD,72
Catania,Alessandro Potenza,TD,71
Catania,Mariano Izco,ADA,71
Catania,Andrea Catellani,AT,71
Catania,Andrea Campagnolo,POR,70
Catania,Gennaro Delvecchio,CC,70
Catania,Pablo Ledesma,CC,70
Catania,Fabio Sciacca,CC,70
Catania,Sergio Gontán Gallardo,AD,70
Catania,Giovanni Marchese,ASA,69
Catania,Osariemen Ebagua,ATT,69
Catania,Błażej Augustyn,DC,68
Catania,Mario Paglialunga,CC,67
Catania,Tomas Kosicky,POR,64
Catania,Pietro Terracino,POR,60
Cesena,Andrei Murgu,ATT,79
Cesena,Vincenzo Iaquinta,ATT,77
Cesena,Mario Santana,ES,77
Cesena,Antonio Candreva,CC,75
Cesena,Marco Parolo,CC,75
Cesena,Steve von Bergen,DC,74
Cesena,Francesco Antonioli,POR,74
Cesena,Eder Citadin Martins,AD,74
Cesena,Roberto Guana,CC,73
Cesena,Guillermo Rodríguez,DC,72
Cesena,Abdelkader Ghezzal,AT,72
Cesena,R. Martinho Alves de Lima,ES,72
Cesena,Simone Del Nero,AS,71
Cesena,Giuseppe Colucci,CC,71
Cesena,Jorge Andrés Martínez,AS,71
Cesena,Gianluca Comotto,TD,71
Cesena,Luca Ceccarelli,ED,71
Cesena,Erjon Bogdani,ATT,70
Cesena,Vangelis Moras,DC,70
Cesena,Dominique Sosso Malonga,ATT,70
Cesena,Maurizio Lauro,TS,69
Cesena,Marco Rossi,TS,69
Cesena,Daniel Pudil,TS,69
Cesena,Yohan Benalouane,DC,69
Cesena,Nicola Ravaglia,POR,68
Cesena,Vincenzo Rennella,ATT,67
Cesena,Alex Calderoni,POR,66
Cesena,Alejandro Rodríguez,ATT,65
Cesena,Aldo Simoncini,POR,64
Cesena,Daniele Ferri,ATT,64
Cesena,Luca Moscatiello,CC,63
Cesena,David Meza Colli,CC,62
Cesena,Roope Riski,ATT,62
Cesena,Marko Livaja,AS,62
Cesena,Damian Djokovic,COC,62
Cesena,Luca Ricci,DC,60
Cesena,Stefan Popescu,DC,60
Cesena,Tibor Cica,CC,60
Cesena,Nicolò Lolli,ATT,60
Cesena,Alessandro Saporetti,CC,56
Cesena,Aleksejs Giļničs,DC,55
Cesena,Tommaso Arrigoni,CC,54
Chievo Verona,Sergio Pellissier,ATT,79
Chievo Verona,Stefano Sorrentino,POR,78
Chievo Verona,Dario Dainelli,DC,76
Chievo Verona,Boštjan Cesar,DC,76
Chievo Verona,Michael Bradley,CC,75
Chievo Verona,Perparim Hetemaj,CC,75
Chievo Verona,Cyril Théréau,COC,74
Chievo Verona,Marco Andreolli,DC,74
Chievo Verona,Alberto Paloschi,ATT,74
Chievo Verona,Davide Moscardelli,ATT,73
Chievo Verona,Luca Rigoni,CDC,73
Chievo Verona,Christian Puggioni,POR,73
Chievo Verona,Paolo Sammarco,CC,72
Chievo Verona,Gennaro Sardo,TD,72
Chievo Verona,Bojan Jokič,TS,72
Chievo Verona,Nicolas Frey,TD,72
Chievo Verona,Rinaldo Cruzado,CC,72
Chievo Verona,Davide Mandelli,DC,71
Chievo Verona,Kamil Vacek,CC,71
Chievo Verona,Santiago Morero,DC,71
Chievo Verona,Francesco Acerbi,DC,71
Chievo Verona,Fernando Uribe,ATT,71
Chievo Verona,Boukary Dramé,TS,68
Chievo Verona,Nikola Gulan,TS,68
Chievo Verona,Luciano de Oliveira,ED,67
Chievo Verona,Marcos de Paula,ATT,67
Chievo Verona,Lorenzo Squizzi,POR,66
Chievo Verona,Mickaël Facchinetti,TS,63
Chievo Verona,Nestor Djengoue,DC,62
Chievo Verona,Radoslav Kirilov,COC,62
Chievo Verona,Francesco Grandolfo,ATT,61
Chievo Verona,Simone Grippo,CC,60
Chievo Verona,Sergio Viotti,POR,60
Chievo Verona,Jacopo Coletta,POR,59
Chievo Verona,Marco Gallozzi,CC,57
Fiorentina,Stevan Jovetić,ATT,82
Fiorentina,Riccardo Montolivo,CC,81
Fiorentina,Alberto Gilardino,ATT,80
Fiorentina,Juan Manuel Vargas,ASA,80
Fiorentina,Alessandro Gamberini,DC,78
Fiorentina,Mattia Cassani,ADA,78
Fiorentina,Valon Behrami,CC,78
Fiorentina,Cesare Natali,DC,76
Fiorentina,Artur Boruc,POR,76
Fiorentina,Amauri Carvalho De Oliv.,ATT,76
Fiorentina,Per Krøldrup,DC,75
Fiorentina,Rubén Olivera,AT,75
Fiorentina,Houssine Kharja,COC,75
Fiorentina,Andrea Lazzari,CC,75
Fiorentina,Alessio Cerci,AT,75
Fiorentina,Adem Ljajić,COC,75
Fiorentina,Marco Marchionni,ED,74
Fiorentina,Manuel Pasqual,TS,74
Fiorentina,Lorenzo De Silvestri,TD,74
Fiorentina,Gianni Munari,CC,73
Fiorentina,Norberto Murara Neto,POR,73
Fiorentina,duep dupe,ATT,73
Fiorentina,Matija Nastasić,DC,72
Fiorentina,Felipe Dal Bello,DC,71
Fiorentina,Michele Camporese,DC,71
Fiorentina,Amidu Salifu,CDC,71
Fiorentina,Rômulo Souza Orestes Caldeira,AD,70
Fiorentina,Khouma Babacar,ATT,70
Fiorentina,Nikola Gulan,TS,68
Fiorentina,Kenneth Zohore,ATT,66
Fiorentina,Boadu Maxwell Acosty,ATT,64
Fiorentina,Ryder Matos Santos,ATT,64
Fiorentina,Daniel Kofi Agyei,CC,63
Fiorentina,Nii Nortey Ashong,TS,63
Fiorentina,Edoardo Pazzagli,POR,60
Fiorentina,Marcos Vinicius Santos Miranda,POR,60
Fiorentina,Domenico Marchetti,DC,57
Fiorentina,Pape Moussa Diakhaté,CDC,54
Genoa,Sebastien Frey,POR,82
Genoa,Rodrigo Palacio,AD,81
Genoa,Alberto Gilardino,ATT,80
Genoa,Fernando Belluschi,CC,80
Genoa,Miguel Luís Pinto Veloso,CDC,79
Genoa,Giuseppe Sculli,AS,77
Genoa,Boško Janković,COC,77
Genoa,Juraj Kucka,CC,77
Genoa,Kakhaber Kaladze,DC,76
Genoa,Dario Dainelli,DC,76
Genoa,Giandomenico Mesto,TD,76
Genoa,Marco Rossi,CC,76
Genoa,Andreas Granqvist,DC,76
Genoa,Valter Birsa,ES,75
Genoa,Kévin Constant,CC,75
Genoa,José Eduardo Bischofe de Almeida,ATT,75
Genoa,Lucas Pratto,ATT,75
Genoa,Andrea Caracciolo,ATT,74
Genoa,Cesare Bovo,DC,74
Genoa,Davide Biondini,CDC,74
Genoa,Alexander Merkel,COC,74
Genoa,Felipe Seymour,CC,74
Genoa,Cristóbal Jorquera,COC,74
Genoa,Emiliano Moretti,TS,73
Genoa,Luca Antonelli,TS,73
Genoa,Sebastian Ribas,ATT,73
Genoa,Alessio Scarpi,POR,70
Genoa,Cristiano Lupatelli,POR,69
Genoa,Roger de Carvalho,DC,69
Genoa,Luka Krajnc,DC,64
Genoa,Danijel Aleksić,ATT,63
Genoa,Masahudu Alhassan,TS,62
Genoa,Lukas Zima,POR,62
Genoa,Selim Ben Djemia,TS,60
Genoa,Davide Bertoncini,DC,60
Genoa,Stefano Sturaro,CC,60
