Squadra,Giocatore,Ruolo,Valutazione
AC Milan,Dida,POR,84
AC Milan,Sebastiano Rossi,POR,72
AC Milan,Cafu,TD,88
AC Milan,Dario Simic,TD,70
AC Milan,Alessandro Nesta,DC,90
AC Milan,Costacurta,DC,80
AC Milan,Kakha Kaladze,DC,75
AC Milan,Paolo Maldini,TS,91
AC Milan,Kakha Kaladze,ASA,75
AC Milan,Andrea Pirlo,CDC,86
AC Milan,Gennaro Gattuso,CDC,81
AC Milan,Demetrio Albertini,CC,80
AC Milan,Clarence Seedorf,CC,84
AC Milan,Rui Costa,COC,84
AC Milan,Rivaldo,AS,84
AC Milan,Serginho,AS,77
AC Milan,Andriy Shevchenko,ATT,89
AC Milan,Jon Dahl Tomasson,ATT,74
AC Milan,Filippo Inzaghi,ATT,83
AS Roma,Francesco Antonioli,POR,80
AS Roma,Cafu,DC,75
AS Roma,Luigi Sartor,DC,76
AS Roma,Jonathan Zebina,DC,76
AS Roma,Aldair,DC,75
AS Roma,Diego Fuser,CC,76
AS Roma,Francisco Govinho Lima,CC,75
AS Roma,Vincenzo Montella,ATT,75
AS Roma,Francesco Totti,ATT,77
AS Roma,Emerson,CC,77
AS Roma,Carlo Zotti,POR,72
AS Roma,Leandro Damián Cufré,DC,77
AS Roma,Olivier Dacourt,CC,75
AS Roma,Saliou Lassissi,DC,76
AS Roma,Damiano Tommasi,CC,76
AS Roma,Antonio Cassano,ATT,77
AS Roma,Walter Samuel,DC,76
AS Roma,Davide Bombardini,CC,75
AS Roma,Alberto Aquilani,CC,77
AS Roma,Ivan Pelizzoli,POR,71
AS Roma,Christian Panucci,DC,76
AS Roma,Marco Delvecchio,ATT,77
AS Roma,Gianni Guigou,CC,76
AS Roma,Damiano Ferronetti,DC,75
AS Roma,Daniele De Rossi,CC,76
AS Roma,Josep Guardiola,CC,75
AS Roma,Massimo Marazzina,ATT,77
AS Roma,Traïanos Dellas,DC,76
AS Roma,Vincent Candela,DC,75
AS Roma,Gabriel Batistuta,ATT,75
Atalanta,Massimo Taibi,POR,77
Atalanta,Fabio Rustico,DC,73
Atalanta,Simone Padoin,CC,72
Atalanta,Mauro Minelli,DC,73
Atalanta,Luigi Sala,DC,72
Atalanta,Ousmane Dabo,CC,71
Atalanta,Daniele Berretta,CC,71
Atalanta,Luciano Zauri,CC,72
Atalanta,Fausto Rossini,ATT,72
Atalanta,Alex Pinardi,CC,72
Atalanta,Davor Vugrinec,DC,71
Atalanta,Piá,ATT,73
Atalanta,Apostolos Liolidīs,ATT,72
Atalanta,Cesare Natali,DC,71
Atalanta,Vinicio Espinal,CC,73
Atalanta,Carmine Gautieri,CC,72
Atalanta,Massimo Carrera,CC,72
Atalanta,Fabiano,DC,71
Atalanta,Sebastiano Siviglia,DC,72
Atalanta,Alessandro Rinaldi,DC,73
Atalanta,Natale Gonnella,DC,71
Atalanta,Ivan Javorčić,DC,73
Atalanta,Santos,DC,73
Atalanta,Danilo Zini,DC,72
Atalanta,Cristiano Doni,CC,73
Atalanta,Michael Agazzi,POR,68
Atalanta,Gianpaolo Bellini,DC,73
Atalanta,Alex Calderoni,POR,69
Atalanta,Rolando Bianchi,ATT,73
Atalanta,Julien Rantier,ATT,71
Atalanta,Paolo Tramezzani,DC,72
Atalanta,Gianni Comandini,ATT,71
Atalanta,Damiano Zenoni,DC,72
Atalanta,Yuri Breviario,CC,71
Atalanta,Paolo Foglio,DC,73
Bologna,Gianluca Pagliuca,POR,79
Bologna,Cristian Zaccardo,DC,73
Bologna,Paolo Vanoli,DC,74
Bologna,Renato Olive,CC,73
Bologna,Marcello Castellini,DC,73
Bologna,Alessandro Gamberini,DC,74
Bologna,Marco Zanchi,DC,74
Bologna,Carlo Nervo,CC,75
Bologna,Leonardo Colucci,CC,74
Bologna,Julio Cruz,ATT,75
Bologna,Giuseppe Signori,ATT,73
Bologna,Claudio Bellucci,ATT,74
Bologna,Ferdinando Coppola,POR,69
Bologna,Fabio Macellari,DC,73
Bologna,Andrea Ardito,CC,74
Bologna,Vlado Šmit,DC,75
Bologna,Emiliano Salvetti,CC,73
Bologna,Claudio Terzi,DC,74
Bologna,Giacomo Cipriani,ATT,74
Bologna,Giulio Falcone,DC,75
Bologna,Tomas Locatelli,CC,75
Bologna,Emanuele Brioschi,DC,73
Bologna,Andrea Pansera,POR,69
Bologna,Roberto Goretti,CC,74
Bologna,Steve Gohouri,DC,73
Bologna,Christian Amoroso,CC,73
Bologna,Alessandro Frara,CC,75
Bologna,Mourad Meghni,CC,75
Bologna,Luigi Della Rocca,ATT,73
Bologna,Michele Paramatti,DC,74
Brescia,Pavel Srníček,POR,79
Brescia,Gilberto Martínez,DC,76
Brescia,Dario Dainelli,DC,76
Brescia,Stephen Appiah,CC,76
Brescia,Fabio Petruzzi,DC,75
Brescia,Anthony Šerić,DC,75
Brescia,Abderrazzak Jadid,CC,75
Brescia,Matuzalém,CC,75
Brescia,Luca Toni,ATT,74
Brescia,Roberto Baggio,ATT,75
Brescia,Jonathan Bachini,CC,76
Brescia,Davide Micillo,POR,70
Brescia,Marius Stankevičius,DC,74
Brescia,Andrés Yllana,CC,75
Brescia,Fábio Bilica,DC,75
Brescia,Víctor Mareco,DC,75
Brescia,Roberto Guana,CC,74
Brescia,Antonio Filippini,CC,76
Brescia,Markus Schopp,CC,75
Brescia,Igli Tare,ATT,75
Brescia,Matteo Sereni,POR,71
Brescia,Alejandro Correa,CC,74
Brescia,Simone Del Nero,ATT,75
Brescia,Mario Salgado,ATT,75
Brescia,Marco Pisano,DC,75
Brescia,Massimiliano Caputo,ATT,74
Brescia,Josep Guardiola,CC,76
Brescia,Andrea Alberti,ATT,75
Brescia,Simone Dallamano,DC,75
Chievo Verona,Stefano Sorrentino,POR,72
Chievo Verona,Marco Storari,POR,70
Chievo Verona,Aimo Diana,TD,68
Chievo Verona,Simone Perrotta,TD,71
Chievo Verona,Davide Mandelli,DC,67
Chievo Verona,Simone Bentivoglio,DC,65
Chievo Verona,Simone Bentivoglio,TS,65
Chievo Verona,Aimo Diana,ASA,68
Chievo Verona,Eugenio Corini,CDC,73
Chievo Verona,Simone Perrotta,CDC,71
Chievo Verona,Eugenio Corini,CC,73
Chievo Verona,Simone Perrotta,CC,71
Chievo Verona,Massimo Marazzina,COC,72
Chievo Verona,Simone Perrotta,COC,71
Chievo Verona,Massimo Marazzina,AD,72
Chievo Verona,Sergio Pellissier,AS,70
Chievo Verona,Sergio Pellissier,ATT,70
Chievo Verona,Massimo Marazzina,ATT,72
Chievo Verona,Bernardo Mereu,ATT,64
Como,Fabrizio Ferron,POR,76
Como,Milan Zahálka,POR,66
Como,Alex Brunner,POR,67
Como,Stefano Olubunmi Layeni,POR,67
Como,Daniele Gregori,DC,71
Como,Juarez de Souza Teixeira,DC,72
Como,Pasquale Padalino,DC,71
Como,Oscar Arnaldo Brevi,DC,70
Como,Cristian Stellini,DC,70
Como,Niccolò Guzzo,DC,70
Como,Stjepan Tomas,DC,70
Como,Massimo Tarantino,DC,71
Como,Robert Anderson Cavalheiro,DC,72
Como,Vincenzo Pandullo,DC,70
Como,Nikola Lazetić,CC,71
Como,Jean-Paul van Gastel,CC,71
Como,Riccardo Allegretti,CC,70
Como,Mirko Benin,CC,72
Como,Vedin Musić,CC,70
Como,Jonatan Binotto,CC,71
Como,Nicola Corrent,CC,70
Como,Fabio Pecchia,CC,71
Como,Marco Rossi,CC,71
Como,Benoît Cauet,CC,71
Como,Luca Belingheri,CC,72
Como,Francesco Cigardi,CC,70
Como,Saša Bjelanović,ATT,70
Como,Benito Carbone,ATT,72
Como,Denis Godeas,ATT,70
Como,Nicola Amoruso,ATT,72
Como,Luís Carlos Bertolo Oliveira,ATT,70
Como,Daniel Fonseca Caris,ATT,72
Como,Jorge Horacio Serna Castañeda,ATT,71
Como,Ciro De Cesare,ATT,72
Como,Luigi Anaclerio,ATT,70
Como,Giuseppe Greco,ATT,70
Como,Nicola Caccia,ATT,72
Como,Salvatore Fresta,ATT,72
Como,Davide Angelotti,ATT,70
Como,Vincenzo Chianese,ATT,70
Empoli,Gianluca Berti,POR,77
Empoli,Andrea Cupi,DC,73
Empoli,Emílson Sánchez Cribari,DC,73
Empoli,Gianluca Atzori,DC,74
Empoli,Marco Barollo,CC,73
Empoli,Giacomo Mazzi,POR,70
Empoli,Manuel Belleri,DC,73
Empoli,Francesco Pratali,DC,74
Empoli,Antonio Di Natale,ATT,74
Empoli,Francesco Tavano,ATT,72
Empoli,Luca Saudati,ATT,74
Empoli,David Bret,POR,70
Empoli,Vincenzo Grella,CC,73
Empoli,Alessandro Agostini,DC,72
Empoli,Mario Cassano,POR,70
Empoli,Francesco Lodi,CC,72
Empoli,Vincenzo Pellecchia,CC,74
Empoli,Flavio Giampieretti,CC,74
Empoli,Roberto Mirri,DC,73
Empoli,Marco Borriello,ATT,73
Empoli,Tommaso Rocchi,ATT,73
Empoli,Ighli Vannucchi,CC,74
Empoli,Antonio Buscè,CC,73
Empoli,Stefano Lucchini,DC,74
Empoli,Gaetano Grieco,ATT,73
Empoli,Fabrizio Ficini,CC,73
Empoli,Nicola Padoin,CC,72
Empoli,Marco Carparelli,ATT,73
Empoli,Massimiliano Cappellini,ATT,72
Inter Milan,Francesco Toldo,POR,84
Inter Milan,Iván Córdoba,DC,78
Inter Milan,Mohammed Kallon,ATT,78
Inter Milan,Javier Zanetti,TD,80
Inter Milan,Javier Zanetti,ED,80
Inter Milan,Emre Belözoğlu,CC,78
Inter Milan,Cristiano Zanetti,CC,79
Inter Milan,Sérgio Conceição,CC,79
Inter Milan,Francisco Farinós,CC,80
Inter Milan,Hernán Crespo,ATT,80
