Squadra,Giocatore,Ruolo,Valutazione
Atalanta,Alejandro Gómez,COC,78
Atalanta,Marco Sportiello,POR,78
Atalanta,Gabriel Paletta,DC,77
Atalanta,Mauricio Pinilla,ATT,76
Atalanta,Luca Cigarini,CDC,76
Atalanta,Maximiliano Moralez,AD,76
Atalanta,Marten de Roon,CDC,76
Atalanta,Germán Denis,ATT,75
Atalanta,Alessandro Diamanti,COC,75
Atalanta,Marco Borriello,ATT,74
Atalanta,Guglielmo Stendardo,DC,74
Atalanta,Boukary Dramé,TS,74
Atalanta,Serge Gakpé,ATT,74
Atalanta,Rafael Tolói,DC,74
Atalanta,Carlos Carmona,CC,74
Atalanta,Jasmin Kurtić,CC,74
Atalanta,Michele Canini,DC,73
Atalanta,Andrea Masiello,DC,73
Atalanta,Marcelo Estigarribia,ED,73
Atalanta,Davide Brivio,TS,72
Atalanta,Nicolò Cherubin,DC,72
Atalanta,Giulio Migliaccio,CC,71
Atalanta,Guido Marilungo,ATT,71
Atalanta,Cristiano Del Grosso,TS,70
Atalanta,Davide Bassi,POR,70
Atalanta,Emanuele Suagher,DC,70
Atalanta,Alberto Grassi,CC,70
Atalanta,Gianpaolo Bellini,TD,69
Atalanta,Marco D'Alessandro,COC,69
Atalanta,Richmond Boakye,ATT,68
Atalanta,Cristian Raimondi,TD,67
Atalanta,Luigi Giorgi,CC,67
Atalanta,Remo Freuler,CC,67
Atalanta,Andrea Conti,TD,67
Atalanta,Gaetano Monachello,ATT,66
Atalanta,Nadir Minotti,CC,62
Atalanta,Berat Djimsiti,DC,62
Atalanta,Roberto Gagliardini,CC,60
Atalanta,Nicolas Napol,ATT,60
Atalanta,Boris Radunović,POR,59
Atalanta,Edoardo Ceria,ES,58
Atalanta,Antonio Palma,CC,57
Bologna,Antonio Mirante,POR,78
Bologna,Emanuele Giaccherini,AS,77
Bologna,Daniele Gastaldello,DC,76
Bologna,Anthony Mounier,AD,76
Bologna,Mattia Destro,ATT,76
Bologna,Franco Brienza,COC,75
Bologna,Marios Oikonomou,DC,75
Bologna,Luca Rossettini,DC,74
Bologna,Domenico Maietta,DC,73
Bologna,Sergio Floccari,ATT,73
Bologna,Saphir Taïder,CC,73
Bologna,Godfred Donsah,CC,73
Bologna,Adam Masina,TS,73
Bologna,Juan Camilo Zúñiga,AD,72
Bologna,Amadou Diawara,CDC,72
Bologna,Kévin Constant,TS,71
Bologna,Angelo Esmael da Costa Júnior,POR,71
Bologna,Lorenzo Crisetig,CC,71
Bologna,Luca Rizzo,CC,71
Bologna,Daniele Cacia,ATT,70
Bologna,Matteo Brighi,CC,70
Bologna,Franco Zuculini,CC,70
Bologna,Archimede Morleo,TS,70
Bologna,Matteo Mancosu,ATT,70
Bologna,Luca Ceccarelli,TD,68
Bologna,Robert Acquafresca,ATT,68
Bologna,Ibrahima Mbaye,TD,68
Bologna,Erick Pulgar,CDC,68
Bologna,Nico Pulzetti,CC,67
Bologna,Cesare Gianf. Rickler Del Mare,DC,67
Bologna,Emil Krafth,TD,67
Bologna,Alex Ferrari,TD,67
Bologna,Marco Crimi,CC,66
Bologna,Filippo Falco,AT,64
Bologna,Marko Krivičič,COC,62
Bologna,Dejan Stojanovic,POR,60
Bologna,Ruben Palomeque,TD,59
Bologna,Riccardo Benatti,AD,57
Bologna,Vincenzo Silvestro,CC,57
Bologna,Filippo Lombardi,POR,54
Bologna,Mouhamadou Sarr,POR,53
Bologna,Matteo Malagoli,POR,49
Carpi,Jonathan De Guzmán,COC,76
Carpi,Marco Borriello,ATT,74
Carpi,Nicolás Spolli,DC,74
Carpi,Simone Verdi,AT,74
Carpi,Ryder Matos Santos,AT,74
Carpi,Cristian Zaccardo,DC,73
Carpi,Jerry Mbakogu,ATT,73
Carpi,Andrea Lazzari,CDC,72
Carpi,Vid Belec,POR,72
Carpi,Luca Marrone,CC,72
Carpi,Željko Brkić,POR,72
Carpi,R. Martinho Alves de Lima,AS,72
Carpi,Gaetano Letizia,TS,72
Carpi,Antonio Di Gaudio,ES,72
Carpi,Igor Bubnjić,DC,72
Carpi,Francesco Benussi,POR,71
Carpi,Isaac Cofie,CC,71
Carpi,Lorenzo Lollo,CC,71
Carpi,Riccardo Gagliolo,TS,71
Carpi,Lorenzo Pasciuti,ED,71
Carpi,Kevin Lasagna,ATT,71
Carpi,Filippo Porcari,CC,70
Carpi,Kamil Wilczek,ATT,70
Carpi,Gabriel Moisés Antunes da Silva,ES,70
Carpi,Simone Romagnoli,DC,70
Carpi,Wallace Oliveira dos Santos,TD,70
Carpi,Matteo Mancosu,ATT,70
Carpi,Emanuele Suagher,DC,70
Carpi,Raffaele Bianco,CC,69
Carpi,Simone Colombi,POR,68
Carpi,Fabrizio Poli,DC,68
Carpi,Fabio Daprelà,ES,67
Carpi,Stefano Sabelli,TD,67
Carpi,Matteo Fedele,CC,67
Carpi,Marco Crimi,CC,66
Carpi,Eddy Gnahoré,CC,66
Carpi,Gaspar Iñíguez,CC,66
Carpi,Mario Pugliese,CC,59
Carpi,Alberto Mazzariol,TD,58
Carpi,Andrea Liotti,POR,57
Carpi,Samuel Delli Carri,DC,57
Carpi,Federico Gino,CC,56
Chievo Verona,Alessandro Gamberini,DC,77
Chievo Verona,Boštjan Cesar,DC,77
Chievo Verona,Alberto Paloschi,ATT,77
Chievo Verona,Simone Pepe,ED,76
Chievo Verona,Paul-José Mpoku,ES,76
Chievo Verona,Albano Bizzarri,POR,75
Chievo Verona,Perparim Hetemaj,ED,75
Chievo Verona,Valter Birsa,COC,75
Chievo Verona,Riccardo Meggiorini,ATT,75
Chievo Verona,Lucas Castro,ES,75
Chievo Verona,Dario Dainelli,DC,74
Chievo Verona,Mariano Izco,CC,74
Chievo Verona,Nicolás Spolli,DC,74
Chievo Verona,Giampiero Pinzi,CC,73
Chievo Verona,Massimo Gobbi,TS,73
Chievo Verona,Ivan Radovanovic,CC,73
Chievo Verona,Antonio Floro Flores,ATT,72
Chievo Verona,Sergio Pellissier,ATT,72
Chievo Verona,Nicolas Frey,TD,72
Chievo Verona,Fabrizio Cacciatore,TS,72
Chievo Verona,Nicola Rigoni,CDC,72
Chievo Verona,Anders Christiansen,CC,72
Chievo Verona,Federico Mattiello,TS,71
Chievo Verona,Simone Bentivoglio,CC,70
Chievo Verona,Roberto Inglese,ATT,70
Chievo Verona,Nicola Bellomo,CC,70
Chievo Verona,Walter Bressan,POR,69
Chievo Verona,Andrea Seculin,POR,69
Chievo Verona,Nikola Ninković,COC,68
Chievo Verona,Raffaele Pucino,TD,67
Chievo Verona,Ali Sowe,ATT,67
Chievo Verona,Gennaro Sardo,TD,66
Chievo Verona,Marcos Vinicius Santos Miranda,POR,66
Chievo Verona,Alessandro Sbaffo,COC,65
Chievo Verona,N'Diaye Djiby,CC,61
Chievo Verona,Maodo Malick Mbaye,CC,61
Chievo Verona,Isaac Ntow,ES,60
Chievo Verona,Yves Baraye,COC,60
Chievo Verona,Filippo Costa,TS,58
Chievo Verona,Jhon Fredy Miranda,ATT,56
Chievo Verona,Idriz Toskic,CC,53
Empoli,Riccardo Saponara,COC,78
Empoli,Lorenzo Tonelli,DC,78
Empoli,Mário Rui Silva Duarte,TS,76
Empoli,Massimo Maccarone,ATT,75
Empoli,Daniele Croce,CC,74
Empoli,Andrea Costa,DC,74
Empoli,Leandro Paredes,CDC,74
Empoli,Piotr Zieliński,CC,74
Empoli,Łukasz Skorupski,POR,73
Empoli,Manuel Pucciarelli,ATT,73
Empoli,Levan Mchedlidze,ATT,71
Empoli,Lorenzo Ariaudo,DC,71
Empoli,Marcel Büchel,CC,71
Empoli,Vincent Laurini,TD,71
Empoli,Federico Barba,DC,71
Empoli,Marko Livaja,ATT,69
Empoli,Marco Zambelli,TD,68
Empoli,Uroš Ćosić,DC,68
Empoli,Franco Signorelli,CDC,68
Empoli,Alberto Pelagotti,POR,67
Empoli,Michele Camporese,DC,67
Empoli,Luca Bittante,TD,67
Empoli,Rade Krunic,COC,67
Empoli,Raffaele Maiello,CC,66
Empoli,Luca Martinelli,DC,65
Empoli,Ronaldo Pompeu da Silva,CC,64
