Squadra,Giocatore,Ruolo,Valutazione
AC Milan,Alessandro Nesta,DC,91
AC Milan,Dida,POR,88
AC Milan,Kaká,LCAM,87
AC Milan,Andrea Pirlo,CC,86
AC Milan,Alberto Gilardino,ATT,85
AC Milan,Kakhaber Kaladze,DC,85
AC Milan,Cafu,TD,83
AC Milan,Daniele Bonera,DC,83
AC Milan,Paolo Maldini,TS,82
AC Milan,Filippo Inzaghi,ATT,81
AC Milan,Gennaro Gattuso,ED,81
AC Milan,Serginho,ES,81
AC Milan,Marek Jankulovski,ES,80
AC Milan,Clarence Seedorf,RCAM,79
AC Milan,Massimo Ambrosini,CDC,79
AC Milan,Alessandro Costacurta,DC,77
AC Milan,Giuseppe Favalli,DC,76
AC Milan,Christian Brocchi,ED,76
AC Milan,Amoroso,ATT,76
AC Milan,Yoann Gourcuff,CC,75
AC Milan,Johann Vogel,CC,73
AC Milan,Zeljko Kalac,POR,70
AC Milan,Marco Borriello,ATT,70
AC Milan,Dario Simic,TD,69
AC Milan,Digao,DC,63
AS Roma,Francesco Totti,COC,89
AS Roma,Philippe Mexès,DC,83
AS Roma,Simone Perrotta,COC,82
AS Roma,Simone Perrotta,ATT,82
AS Roma,Cristian Chivu,DC,82
AS Roma,Mancini,COC,81
AS Roma,David Pizarro,RCDM,81
AS Roma,Samuel Osei Kuffour,DC,80
AS Roma,Daniele De Rossi,LCDM,80
AS Roma,Vincenzo Montella,COC,79
AS Roma,Vincenzo Montella,ATT,79
AS Roma,Shabani Nonda,ATT,79
AS Roma,Christian Panucci,TD,76
AS Roma,Mido,ATT,76
AS Roma,Max Tonetto,TS,76
AS Roma,Gianluca Curci,POR,75
AS Roma,Marco Cassetti,ADA,74
AS Roma,Matteo Ferrari,DC,73
AS Roma,Rodrigo Taddei,COC,73
AS Roma,Alberto Aquilani,CC,72
AS Roma,Doni,POR,70
AS Roma,Leandro Damián Cufré,TS,69
AS Roma,Júlio Sérgio,POR,68
AS Roma,Gianluca Galasso,COC,66
AS Roma,Gianluca Galasso,ATT,66
AS Roma,Aleandro Rosi,ASA,64
Ascoli,Fabio Pecchia,ES,78
Ascoli,Aleksandar Lukovic,TS,78
Ascoli,Sasa Bjelanovic,ATT,77
Ascoli,Paolo Foglio,TD,76
Ascoli,Paolo Zanetti,CC,76
Ascoli,Gianluca Pagliuca,POR,74
Ascoli,Olivier N'Siabamfumu,DC,74
Ascoli,Viktor Boudianski,CDC,73
Ascoli,Marco Delvecchio,AS,72
Ascoli,Valentin Vasile Nastase,TD,70
Ascoli,Michele Paolucci,AD,70
Ascoli,Mirko Cudini,DC,69
Ascoli,Dimitrios Eleftheropoulos,POR,68
Ascoli,Domenico Giampá,ED,68
Ascoli,Salvatore Bocchetti,DC,67
Ascoli,Stefano Guberti,ED,67
Ascoli,Simone Pesce,CC,63
Ascoli,Gaetano Vastola,DC,62
Ascoli,Michele Fini,CC,62
Ascoli,Giampietro Perrulli,ES,62
Ascoli,Marco Pecorari,DC,61
Ascoli,Daniele Galloppa,CC,57
Ascoli,Davide Raffaello,ATT,57
Atalanta BC,Riccardo Zampagna,ATT,81
Atalanta BC,Nicola Ventola,ATT,77
Atalanta BC,Moris Carrozzieri,DC,75
Atalanta BC,Massimo Donati,CC,73
Atalanta BC,Alex Calderoni,POR,73
Atalanta BC,Davide Bombardini,ED,73
Atalanta BC,Luca Ariatti,ES,73
Atalanta BC,Antonino Bernardini,CC,72
Atalanta BC,Simone Loria,DC,71
Atalanta BC,Adriano Pinto Ferreira,COC,71
Atalanta BC,Gianpaolo Bellini,TS,69
Atalanta BC,Duccio Innocenti,DC,67
Atalanta BC,Giulio Migliaccio,COC,67
Atalanta BC,Kewullay Conteh,DC,66
Atalanta BC,Claudio Rivalta,DC,66
Atalanta BC,Fernando Damian Tissone,CC,66
Atalanta BC,Adriano,TD,65
Atalanta BC,Mario Defendi,ATT,65
Atalanta BC,Alessio Manzoni,CC,60
Atalanta BC,Andrea Soncin,ATT,59
Atalanta BC,Andrea Ivan,POR,52
Atalanta BC,Daniele Capelli,DC,52
Atalanta BC,Andrea Ferrari,POR,48
Cagliari,David Velasquez Suazo,ATT,82
Cagliari,Alessandro Budel,CC,80
Cagliari,Antonio Langella,ES,79
Cagliari,Mauro Esposito,ED,77
Cagliari,Marco Fortin,POR,75
Cagliari,Francesco Pisano,TD,74
Cagliari,Simone Pepe,ATT,73
Cagliari,Antonio Chimenti,POR,72
Cagliari,Daniele Conti,CC,70
Cagliari,Alessandro Conticchio,ED,69
Cagliari,Joe Bizera,TS,69
Cagliari,Diego Luis López,DC,67
Cagliari,Michele Canini,DC,66
Cagliari,Alessandro Agostini,TS,65
Cagliari,Andrea Capone,COC,65
