Squadra,Giocatore,Ruolo,Valutazione
AC Milan,Alessandro Nesta,DC,90
AC Milan,Kaká,COC,90
AC Milan,Kaká,ATT,90
AC Milan,Andrea Pirlo,CC,88
AC Milan,Alberto Gilardino,ATT,85
AC Milan,Kakhaber Kaladze,DC,85
AC Milan,Ronaldo,ATT,84
AC Milan,Dida,POR,83
AC Milan,Cafu,TD,83
AC Milan,Daniele Bonera,DC,83
AC Milan,Paolo Maldini,DC,82
AC Milan,Filippo Inzaghi,ATT,81
AC Milan,Gennaro Gattuso,CC,81
AC Milan,Emerson,CDC,81
AC Milan,Serginho,ES,81
AC Milan,Alexandre Pato,ATT,81
AC Milan,Marek Jankulovski,TS,80
AC Milan,Clarence Seedorf,CC,79
AC Milan,Massimo Oddo,TD,79
AC Milan,Massimo Ambrosini,CDC,79
AC Milan,Christian Brocchi,ED,76
AC Milan,Giuseppe Favalli,TS,73
AC Milan,Yoann Gourcuff,CC,72
AC Milan,Zeljko Kalac,POR,70
AC Milan,Dario Simic,TD,69
AC Milan,Digao,DC,63
AS Roma,Francesco Totti,COC,87
AS Roma,Francesco Totti,ATT,87
AS Roma,Philippe Mexès,DC,83
AS Roma,Simone Perrotta,COC,82
AS Roma,Simone Perrotta,ATT,82
AS Roma,Juan,DC,82
AS Roma,Daniele De Rossi,CDC,82
AS Roma,Mancini,COC,81
AS Roma,Ludovic Giuly,AD,81
AS Roma,David Pizarro,CDC,81
AS Roma,Mirko Vucinic,ATT,81
AS Roma,Cicinho,TD,79
AS Roma,Christian Panucci,TD,76
AS Roma,Max Tonetto,TS,76
AS Roma,Alberto Aquilani,CC,76
AS Roma,Doni,POR,76
AS Roma,Mauro Esposito,AD,76
AS Roma,Matteo Brighi,CDC,75
AS Roma,Rodrigo Taddei,COC,75
AS Roma,Gianluca Curci,POR,75
AS Roma,Marco Cassetti,ADA,74
AS Roma,Matteo Ferrari,DC,73
AS Roma,Júlio Sérgio,POR,68
AS Roma,Carlo Zotti,POR,66
AS Roma,Aleandro Rosi,ASA,64
AS Roma,Marco Andreolli,DC,61
AS Roma,Ahmed Apimah Barusso,ED,58
Atalanta BC,Riccardo Zampagna,ATT,81
Atalanta BC,Costinha,CC,80
Atalanta BC,Antonio Langella,CC,79
Atalanta BC,Diego De Ascentis,CC,76
Atalanta BC,Cristiano Doni,AD,75
Atalanta BC,Moris Carrozzieri,DC,75
Atalanta BC,Antonino Bernardini,CC,72
Atalanta BC,Zlatan Muslimovic,ATT,72
Atalanta BC,Adriano Pinto Ferreira,COC,71
Atalanta BC,Sergio Floccari,COC,70
Atalanta BC,Sergio Floccari,ATT,70
Atalanta BC,Gianpaolo Bellini,TS,69
Atalanta BC,José Leonardo Talamonti,DC,68
Atalanta BC,Claudio Rivalta,TS,66
Atalanta BC,Fernando Damian Tissone,CC,66
Atalanta BC,Adriano,TD,65
Atalanta BC,Mario Defendi,ATT,65
Atalanta BC,Ferdinando Coppola,POR,61
Atalanta BC,Tiberio Guarente,ATT,60
Atalanta BC,Simone Padoin,ES,53
Atalanta BC,Daniele Capelli,DC,53
Atalanta BC,Andrea Ivan,POR,52
Atalanta BC,Karamoko Cisse,ATT,51
Cagliari,Alessandro Budel,ES,80
Cagliari,Marco Fortin,POR,75
Cagliari,Francesco Pisano,TD,74
Cagliari,Daniele Conti,CC,70
Cagliari,Davide Biondini,CDC,70
Cagliari,Pasquale Foggia,ED,69
Cagliari,Joe Bizera,TS,69
Cagliari,Diego Luis López,DC,67
Cagliari,Paolo Bianco,DC,67
Cagliari,Cristiano Del Grosso,TS,67
Cagliari,Andrea Parola,CC,66
Cagliari,Michele Canini,TS,66
Cagliari,Alessandro Matri,ATT,66
Cagliari,Alessandro Agostini,TS,65
Cagliari,Rijat Shala,DC,63
