Squadra,Giocatore,Ruolo,Valutazione
Atalanta,Andrea Consigli,POR,78
Atalanta,Germán Denis,ATT,77
Atalanta,Luca Cigarini,CC,77
Atalanta,Giacomo Bonaventura,ES,77
Atalanta,Alejandro Gómez,AS,76
Atalanta,Mauricio Pinilla,ATT,75
Atalanta,Yohan Benalouane,DC,75
Atalanta,Daniele Baselli,CC,75
Atalanta,Guglielmo Stendardo,DC,74
Atalanta,Giuseppe Biava,DC,73
Atalanta,Urby Emanuelson,TS,73
Atalanta,Maximiliano Moralez,AD,73
Atalanta,Carlos Carmona,CC,73
Atalanta,Marcelo Estigarribia,ED,73
Atalanta,Davide Brivio,TS,72
Atalanta,Boukary Dramé,TS,72
Atalanta,Rolando Bianchi,ATT,71
Atalanta,Giulio Migliaccio,CC,71
Atalanta,Davide Zappacosta,ED,71
Atalanta,Andrea Masiello,DC,70
Atalanta,Richmond Boakye,ATT,70
Atalanta,Marco Sportiello,POR,70
Atalanta,Vlada Avramov,POR,69
Atalanta,Gianpaolo Bellini,TD,68
Atalanta,Nicolò Cherubin,DC,68
Atalanta,Marco D'Alessandro,ED,68
Atalanta,Salvatore Molina,ED,68
Atalanta,Cristiano Del Grosso,TS,66
Atalanta,Valerio Rosseti,ATT,66
Atalanta,Lionel Scaloni,TD,65
Atalanta,Giorgio Frezzolini,POR,63
Atalanta,Leonardo Spinazzola,ES,63
Atalanta,Cristian Raimondi,ED,62
Atalanta,Nana Welbeck,CC,58
Atalanta,Alberto Grassi,CC,58
Atalanta,Joakim Olausson,CC,58
Atalanta,Roberto Gagliardini,CC,56
Cagliari,Víctor Ibarbo,AD,78
Cagliari,Andrea Cossu,AS,74
Cagliari,Albin Ekdal,CC,74
Cagliari,Paul-José Mpoku,COC,74
Cagliari,Marco Sau,ATT,74
Cagliari,Željko Brkić,POR,74
Cagliari,Luca Rossettini,DC,73
Cagliari,Daniele Conti,CC,72
Cagliari,Modibo Diakité,DC,72
Cagliari,Danilo Fernando Avelar,TS,72
Cagliari,Matías Cabrera,COC,72
Cagliari,Diego Farías da Silva,AD,71
Cagliari,Marco Capuano,DC,71
Cagliari,Luca Ceppitelli,DC,71
Cagliari,Francesco Pisano,TD,70
Cagliari,Antonio Balzano,TD,70
Cagliari,Daniele Dessena,CC,70
Cagliari,Sebastian Eriksson,CC,70
Cagliari,Josef Hušbauer,COC,70
Cagliari,Lorenzo Crisetig,CDC,70
Cagliari,Alessio Cragno,POR,70
Cagliari,Duje Čop,ATT,69
Cagliari,João Pedro G. Santos Galvão,CC,69
Cagliari,Pablo Ceppelini,COC,69
Cagliari,Adryan Oliveira Tavares,COC,68
Cagliari,Nicola Murru,TS,68
Cagliari,Simone Colombi,POR,67
Cagliari,Simone Benedetti,DC,67
Cagliari,Samuele Longo,ATT,66
Cagliari,Godfred Donsah,CC,66
Cagliari,Caio Rangel Da Silva,AD,66
Cagliari,Alejandro González,TD,65
Cagliari,Werther Carboni,POR,62
Cagliari,Simone Solinas,COC,61
Cagliari,Simone Solinas,ATT,61
Cagliari,Nicolò Barella,CC,60
Cagliari,Antonio Loi,COC,59
Cagliari,Michele Suella,AD,58
Cagliari,Alessandro Capello,COC,56
Cagliari,Alessandro Capello,ATT,56
Cagliari,Mattia Muroni,CC,56
Cagliari,Matteo Saias,TD,52
Cesena,Franco Brienza,AD,74
Cesena,Nicola Leali,POR,72
Cesena,Stefano Lucchini,DC,71
Cesena,Gregoire Defrel,AS,71
Cesena,Carlos Carbonero,CC,71
Cesena,Emmanuel Cascione,CC,70
Cesena,Gaby Mudingayi,CC,69
Cesena,Francesco Renzetti,TS,69
Cesena,Guido Marilungo,ATT,69
Cesena,Federico Agliardi,POR,68
Cesena,Riccardo Cazzola,CC,68
Cesena,Daniele Capelli,DC,67
Cesena,Gabriele Perico,TD,67
Cesena,Massimo Volta,TD,67
Cesena,Davide Succi,ATT,66
Cesena,Nico Pulzetti,CC,66
Cesena,Luigi Giorgi,CC,66
Cesena,Milan Djuric,ATT,66
Cesena,Andrea Tabanelli,CC,66
Cesena,Giuseppe De Feudis,CC,65
Cesena,Manuel Coppola,CC,65
Cesena,Alejandro Rodríguez,ATT,65
Cesena,Hördur Magnússon,DC,65
Cesena,Walter Bressan,POR,64
Cesena,Luka Krajnc,DC,64
Cesena,José Eduardo de Araújo,CC,62
Cesena,Luca Garritano,AS,62
Cesena,Constantin Nica,TD,62
Cesena,Nicola Dal Monte,ATT,58
Cesena,Matteo Gasperi,COC,57
Cesena,Davide Mordini,TS,56
Cesena,Luca Valzania,CC,55
Cesena,Riccardo Gaiola,CDC,55
Cesena,Gabriele Moncini,ATT,50
Cesena,Abdul Yabrè,CC,50
Cesena,Alberto Iglio,POR,47
Chievo Verona,Maxi López,ATT,75
Chievo Verona,Perparim Hetemaj,CC,75
Chievo Verona,Valter Birsa,ES,75
Chievo Verona,Alberto Paloschi,ATT,75
Chievo Verona,Ioannis Fetfatzidis,ED,75
Chievo Verona,Alessandro Gamberini,DC,74
Chievo Verona,Francesco Bardi,POR,74
Chievo Verona,Dario Dainelli,DC,73
Chievo Verona,Mariano Izco,CC,73
Chievo Verona,Riccardo Meggiorini,ATT,73
Chievo Verona,Albano Bizzarri,POR,72
Chievo Verona,Boštjan Cesar,DC,72
Chievo Verona,Ezequiel Schelotto,ED,72
Chievo Verona,Ivan Radovanovic,CC,71
Chievo Verona,Ervin Zukanović,TS,71
Chievo Verona,Isaac Cofie,CC,71
Chievo Verona,Rubén Botta,COC,71
Chievo Verona,Rubén Botta,ATT,71
Chievo Verona,Roberto Guana,CC,70
Chievo Verona,Sergio Pellissier,ATT,70
Chievo Verona,Nicola Pozzi,ATT,70
Chievo Verona,Nicolas Frey,TD,70
Chievo Verona,Edimar Curitiba Fraga,TS,70
Chievo Verona,Dejan Lazarević,ES,70
Chievo Verona,Cristiano Biraghi,TS,70
Chievo Verona,Nicola Bellomo,CC,70
Chievo Verona,Gennaro Sardo,TD,69
Chievo Verona,Simone Bentivoglio,CC,69
Chievo Verona,Christian Puggioni,POR,69
Chievo Verona,Alessio Sestu,ED,69
Chievo Verona,Thomas Mangani,CDC,69
Chievo Verona,Tomasz Kupisz,ED,69
Chievo Verona,Paul Papp,DC,69
Chievo Verona,Anders Christiansen,CC,67
Chievo Verona,Manuel Pamić,TS,66
Chievo Verona,Andrea Seculin,POR,66
Chievo Verona,Marcos Vinicius Santos Miranda,POR,63
Chievo Verona,Lucas Finazzi,CC,62
Chievo Verona,Graga Sorcan,POR,60
Chievo Verona,Federico Mattiello,TS,56
Chievo Verona,Lamin Jallow,ED,56
Chievo Verona,Idriz Toskic,CC,52
Chievo Verona,Armando Vajushi,ED,50
Empoli,Mirko Valdifiori,CC,76
Empoli,Lorenzo Tonelli,DC,75
Empoli,Daniele Croce,CC,74
Empoli,Daniele Rugani,DC,74
Empoli,Massimo Maccarone,ATT,73
Empoli,Riccardo Saponara,COC,73
Empoli,Luigi Sepe,POR,72
Empoli,Mário Rui Silva Duarte,TS,72
Empoli,Elseid Hysaj,TD,72
Empoli,Matias Vecino,CC,72
Empoli,Francesco Tavano,ATT,71
Empoli,Simone Verdi,COC,71
Empoli,Manuel Pucciarelli,ATT,71
Empoli,Piotr Zieliński,COC,70
Empoli,Tiberio Guarente,CC,69
Empoli,Davide Bassi,POR,69
Empoli,Levan Mchedlidze,ATT,69
Empoli,Federico Barba,DC,69
Empoli,Franco Signorelli,CC,68
Empoli,Diego Laxalt,CC,68
Empoli,Vincent Laurini,TD,67
Empoli,Matteo Bianchetti,DC,66
Empoli,Rodrigo Aguirre,ATT,65
Empoli,Luca Martinelli,DC,63
Empoli,Joshua Brillante,CC,62
Empoli,Maurizio Pugliesi,POR,61
Empoli,Irakli Shekiladze,ATT,61
Empoli,Michele Somma,DC,60
Empoli,Matteo Bachini,DC,55
Empoli,Dramane Konate,DC,54
Empoli,Francesco Pacini,POR,53
