Squadra,Giocatore,Ruolo,Valutazione
Atalanta,Alejandro Gómez,ATT,82
Atalanta,Marco Sportiello,POR,79
Atalanta,Etrit Berisha,POR,78
Atalanta,Roberto Gagliardini,CC,77
Atalanta,Andrea Masiello,DC,76
Atalanta,Anthony Mounier,AD,76
Atalanta,Alberto Paloschi,ATT,76
Atalanta,Mauricio Pinilla,ATT,75
Atalanta,Guglielmo Stendardo,DC,75
Atalanta,Rafael Tolói,DC,75
Atalanta,Ervin Zukanović,DC,75
Atalanta,Jasmin Kurtić,COC,75
Atalanta,Mattia Caldara,DC,75
Atalanta,Andrea Conti,ED,75
Atalanta,Franck Yannick Kessié,CC,75
Atalanta,Abdoulay Konko,TD,74
Atalanta,Boukary Dramé,TS,74
Atalanta,Leonardo Spinazzola,ES,74
Atalanta,Carlos Carmona,CDC,73
Atalanta,Remo Freuler,CC,73
Atalanta,Andrea Petagna,ATT,73
Atalanta,Davide Brivio,TS,72
Atalanta,Giulio Migliaccio,CC,72
Atalanta,Matteo Ardemagni,ATT,72
Atalanta,Bryan Cristante,CC,72
Atalanta,Davide Bassi,POR,71
Atalanta,Guido Marilungo,ATT,71
Atalanta,Hans Hateboer,TD,71
Atalanta,Alberto Grassi,CC,71
Atalanta,Marco D'Alessandro,ED,70
Atalanta,Pierluigi Gollini,POR,70
Atalanta,Aleksandar Pešić,ATT,70
Atalanta,Bryan Cabezas,AS,69
Atalanta,Cristian Raimondi,TD,68
Atalanta,Emanuele Suagher,DC,68
Atalanta,Berat Djimsiti,DC,66
Atalanta,Simone Emmanuello,CC,65
Atalanta,Cristiano Del Grosso,ES,64
Atalanta,Constantin Nica,TD,64
Atalanta,Salvatore Molina,AD,64
Atalanta,Alessandro Bastoni,DC,64
Atalanta,Emmanuel Latte Lath,AD,63
Atalanta,Filippo Melegoni,CC,63
Atalanta,Edoardo Ceria,ES,58
Bologna,Antonio Mirante,POR,80
Bologna,Blerim Džemaili,CC,78
Bologna,Simone Verdi,AD,77
Bologna,Ladislav Krejčí,AS,77
Bologna,Amadou Diawara,CDC,77
Bologna,Daniele Gastaldello,DC,76
Bologna,Anthony Mounier,AD,76
Bologna,Mattia Destro,ATT,76
Bologna,Franco Brienza,AD,75
Bologna,Saphir Taïder,CC,75
Bologna,Federico Viviani,CC,75
Bologna,Marios Oikonomou,DC,75
Bologna,Godfred Donsah,CC,75
Bologna,Domenico Maietta,DC,74
Bologna,Sergio Floccari,ATT,74
Bologna,Vassilis Torosidis,TD,74
Bologna,Angelo Esmael da Costa Júnior,POR,74
Bologna,Filip Helander,DC,74
Bologna,Luca Rizzo,CC,74
Bologna,Adam Masina,TS,74
Bologna,Ádám Nagy,CDC,74
Bologna,Lorenzo Crisetig,CC,73
Bologna,Alfred Gomis,POR,73
Bologna,Erick Pulgar,CDC,73
Bologna,Federico Di Francesco,AS,73
Bologna,Emil Krafth,TD,72
Bologna,Bruno Petkovic,ATT,71
Bologna,Nicolò Cherubin,DC,70
