Squadra,Giocatore,Ruolo,Valutazione
AC Milan,Kaká,AD,90
AC Milan,Alessandro Nesta,DC,88
AC Milan,Andrea Pirlo,CC,87
AC Milan,Ronaldinho,AS,87
AC Milan,Clarence Seedorf,COC,83
AC Milan,Gianluca Zambrotta,TD,83
AC Milan,Massimo Ambrosini,CC,83
AC Milan,Gennaro Gattuso,CDC,82
AC Milan,Mathieu Flamini,CC,82
AC Milan,Kakhaber Kaladze,DC,81
AC Milan,Filippo Inzaghi,ATT,80
AC Milan,Marek Jankulovski,TS,80
AC Milan,Andriy Shevchenko,ATT,80
AC Milan,Daniele Bonera,DC,80
AC Milan,Marco Borriello,ATT,80
AC Milan,Christian Abbiati,POR,79
AC Milan,Alexandre Pato,AT,79
AC Milan,Paolo Maldini,DC,77
AC Milan,Emerson,CDC,77
AC Milan,Zeljko Kalac,POR,77
AC Milan,Dida,POR,76
AC Milan,Giuseppe Favalli,TS,75
AC Milan,Philippe Senderos,DC,75
AC Milan,Luca Antonini,ASA,73
AC Milan,Cardacio,CC,61
AC Milan,Matteo Darmian,DC,60
AC Milan,Tabaré Viudez,COC,60
AC Milan,Michelangelo Albertazzi,DC,57
AS Roma,Francesco Totti,AT,87
AS Roma,Philippe Mexès,DC,85
AS Roma,Daniele De Rossi,CC,85
AS Roma,Juan,DC,84
AS Roma,Alberto Aquilani,CC,83
AS Roma,David Pizarro,CC,82
AS Roma,Mirko Vučinić,ATT,82
AS Roma,Simone Perrotta,CC,81
AS Roma,Doni,POR,81
AS Roma,Julio Baptista,COC,81
AS Roma,Rodrigo Ferrante Taddei,AD,81
AS Roma,Christian Panucci,TD,80
AS Roma,Cicinho,ADA,80
AS Roma,John Arne Riise,TS,79
AS Roma,Jérémy Menez,AT,79
AS Roma,Simone Loria,DC,78
AS Roma,Max Tonetto,ASA,76
AS Roma,Vincenzo Montella,ATT,75
AS Roma,Marco Cassetti,TD,75
AS Roma,Matteo Brighi,CDC,74
AS Roma,Okaka,ATT,74
AS Roma,Júlio Sérgio,POR,66
AS Roma,Arthur,POR,62
AS Roma,Valerio Virga,AD,61
AS Roma,Filipe Gomes Ribeiro,CC,61
AS Roma,Pietro Pipolo,POR,59
Atalanta,Cristiano Doni,AT,78
Atalanta,György Garics,TD,77
Atalanta,Alessio Cerci,LWM,77
Atalanta,Christian Vieri,ATT,76
Atalanta,Gianpaolo Bellini,TS,76
Atalanta,Luca Cigarini,CDC,76
Atalanta,Sergio Floccari,AT,75
Atalanta,Tiberio Guarente,CC,74
Atalanta,Daniele Capelli,DC,74
Atalanta,Ferdinando Coppola,POR,73
Atalanta,Diego De Ascentis,CDC,73
Atalanta,Costinha,CC,73
Atalanta,Simone Padoin,ES,73
Atalanta,Jaime Andres Valdes Zapata,COC,73
Atalanta,Maximiliano Pellegrino,DC,72
Atalanta,Adriano Pinto Ferreira,COC,72
Atalanta,Claudio Rivalta,DC,71
Atalanta,José Leonardo Talamonti,DC,71
Atalanta,Andrea Consigli,POR,71
