Squadra,Giocatore,Ruolo,Valutazione
AC Milan,Valerio Fiori,POR,83
AC Milan,Cafu,DC,78
AC Milan,Paolo Maldini,DC,80
AC Milan,K'akhaber K'aladze,DC,80
AC Milan,Fernando Redondo,CC,78
AC Milan,Andrij Ševčenko,ATT,80
AC Milan,Gennaro Gattuso,CC,78
AC Milan,Filippo Inzaghi,ATT,78
AC Milan,Rui Costa,CC,79
AC Milan,Rivaldo[N 1],ATT,78
AC Milan,Dida,POR,74
AC Milan,Alessandro Nesta,DC,80
AC Milan,Dario Šimić,DC,78
AC Milan,Jon Dahl Tomasson,ATT,78
AC Milan,Marco Borriello,ATT,78
AC Milan,Alessandro Costacurta,DC,79
AC Milan,Clarence Seedorf,CC,79
AC Milan,Andrea Pirlo,CC,79
AC Milan,Kaká,CC,79
AC Milan,Massimo Ambrosini,CC,78
AC Milan,Martin Laursen,DC,78
AC Milan,Roque Júnior[N 2],DC,80
AC Milan,Giuseppe Pancaro,DC,79
AC Milan,Serginho,CC,80
AC Milan,Cristian Brocchi,CC,78
AC Milan,Ignazio Abate[N 3],DC,80
AC Milan,Christian Abbiati,POR,75
AC Milan,Nicola Pozzi,ATT,78
Ancona,Alessio Scarpi,POR,75
Ancona,Magnus Hedman,POR,66
Ancona,Dražen Bolić,DC,72
Ancona,Fábio Bilica,DC,70
Ancona,Daniel Andersson,CC,71
Ancona,Stefano Lombardi,DC,71
Ancona,Mauro Milanese,DC,71
Ancona,Daniele Berretta,CC,71
Ancona,Salvatore Russo,CC,70
Ancona,Dino Baggio,CC,72
Ancona,Paolo Poggi,ATT,71
Ancona,Mário Jardel,ATT,71
Ancona,Mads Jørgensen,CC,72
Ancona,Dario Baccin,DC,72
Ancona,Luis Helguera,CC,71
Ancona,Marco Roccati,POR,67
Ancona,Marco Cerioni,POR,68
Ancona,Giampiero Maini,CC,71
Ancona,Marco Esposito,DC,72
Ancona,Milan Rapaić,ATT,71
Ancona,Davide Carrus,CC,72
Ancona,Matteo Rossi,DC,72
Ancona,Daniele Degano,ATT,71
Ancona,Fabricio Lenci,ATT,71
Ancona,Eusebio Di Francesco,CC,72
Ancona,Roberto Goretti,CC,70
Ancona,Goran Pandev,ATT,70
Ancona,Andrea Sussi,DC,71
Ancona,William Viali,DC,71
Ancona,Corrado Grabbi,ATT,71
Ancona,Pasquale Luiso,ATT,71
Ancona,Maurizio Ganz,ATT,70
Ancona,Marko Perović,CC,70
Ancona,Luigi Sartor,DC,70
Ancona,Roberto Maltagliati,DC,72
Ancona,Elia Donzelli,ATT,72
Ancona,Salvatore Bruno,ATT,71
Ancona,Bruce Dombolo,DC,70
Ancona,Dario Hübner,ATT,70
Ancona,Cristian Bucchi,ATT,70
Ancona,Luciano Zavagno,DC,72
Ancona,Vincenzo Sommese,CC,72
Ancona,Gabriele Sollitto,POR,67
Ancona,Sergio Marcon,POR,68
Ancona,Massimiliano Giacobbo,DC,72
Ancona,Pietro Parente,CC,72
Ancona,Giovanni Goracci,CC,70
Ancona,Daniele Fortunato,CC,71
Ancona,Andrea De Falco,CC,70
Ancona,Andrea Cennini,ATT,70
Ancona,Marco Di Porzio,DC,70
Ancona,Andrea Di Tora,DC,71
Ancona,Sean Sogliano,DC,72
Ancona,Daniele Daino,DC,71
Ancona,Alessandro Potenza,DC,70
AS Roma,Cristiano Lupatelli,POR,85
AS Roma,Christian Panucci,DC,79
AS Roma,Cristian Chivu,DC,79
AS Roma,Jonathan Zebina,DC,78
AS Roma,Francisco Govinho Lima,CC,79
AS Roma,Vincenzo Montella,ATT,80
AS Roma,Francesco Totti,ATT,78
AS Roma,Emerson,CC,80
AS Roma,Carlo Zotti,POR,74
AS Roma,Olivier Dacourt,CC,80
AS Roma,Damiano Tommasi,CC,79
AS Roma,Antonio Cassano,ATT,78
AS Roma,Walter Samuel,DC,78
AS Roma,Luigi Sartor,DC,80
AS Roma,Gaetano D'Agostino,CC,80
AS Roma,Ivan Pelizzoli,POR,74
AS Roma,John Carew,ATT,78
AS Roma,Marco Delvecchio,ATT,80
AS Roma,Alessio Cerci,CC,79
AS Roma,Gianluca Galasso,DC,80
AS Roma,Daniele De Rossi,CC,79
AS Roma,Adewale Dauda Wahab,CC,80
AS Roma,Giuseppe Scurto,DC,78
AS Roma,Mancini,CC,78
AS Roma,Traïanos Dellas,DC,78
AS Roma,Vincent Candela,DC,80
AS Roma,Akande Ajide,CC,78
AS Roma,Daniele Corvia,ATT,80
AS Roma,Raffaele De Martino,CC,80
AS Roma,Denis Boshnjaku,CC,78
Bologna,Gianluca Pagliuca,POR,74
Bologna,Roberto Porrini,POR,62
Bologna,Massimo Bernardi,TD,64
Bologna,Marco Colombo,TD,62
Bologna,Cristian Zanetti,DC,67
Bologna,Giuseppe Pancaro,DC,68
Bologna,Nicola Legrottaglie,DC,72
Bologna,Giuseppe Pancaro,TS,68
Bologna,Massimo Bernardi,ASA,64
Bologna,Cristian Zanetti,CDC,67
Bologna,Sergio Volpi,CDC,64
Bologna,Sergio Volpi,CC,64
Bologna,Amedeo Carboni,CC,66
Bologna,Francesco Coco,COC,68
Bologna,Julio Cruz,COC,72
Bologna,Julio Cruz,AD,72
Bologna,Leonardo Colucci,AS,63
Bologna,Julio Cruz,ATT,72
