Squadra,Giocatore,Ruolo,Valutazione
Atalanta,Alejandro Gómez,COC,84
Atalanta,Josip Iličić,ATT,83
Atalanta,Duván Zapata,ATT,82
Atalanta,Andrea Masiello,DC,78
Atalanta,Rafael Tolói,DC,78
Atalanta,Emiliano Rigoni,ED,78
Atalanta,Etrit Berisha,POR,77
Atalanta,Remo Freuler,CC,77
Atalanta,Marten de Roon,CC,77
Atalanta,Hans Hateboer,ED,77
Atalanta,José Luis Palomino,DC,76
Atalanta,Mario Pašalić,CC,76
Atalanta,Robin Gosens,ES,75
Atalanta,Andreas Cornelius,ATT,74
Atalanta,Pierluigi Gollini,POR,74
Atalanta,Timothy Castagne,ES,74
Atalanta,Ali Adnan,TS,74
Atalanta,Gianluca Mancini,DC,74
Atalanta,Guido Marilungo,ATT,71
Atalanta,Berat Djimsiti,DC,70
Atalanta,Marco Varnier,DC,70
Atalanta,Luca Valzania,CC,69
Atalanta,Musa Barrow,ATT,69
Atalanta,Matteo Pessina,CC,68
Atalanta,Constantin Nica,TD,65
Atalanta,Arkadiusz Reca,TS,65
Atalanta,Dejan Kulusevski,CC,64
Atalanta,Roberto Piccoli,ATT,64
Atalanta,Marco Tumminello,ATT,63
Atalanta,Roger Ibañez Da Silva,DC,61
Atalanta,Francesco Rossi,POR,60
Atalanta,Janis Cavagna,CDC,56
Bologna,Blerim Džemaili,CDC,77
Bologna,Rodrigo Palacio,ATT,77
Bologna,Danilo Larangeira,DC,77
Bologna,Sebastian De Maio,DC,77
Bologna,Andrea Poli,CC,77
Bologna,Roberto Soriano,COC,77
Bologna,Erick Pulgar,CDC,77
Bologna,Łukasz Skorupski,POR,76
Bologna,Nicola Sansone,COC,76
Bologna,Ádám Nagy,CDC,76
Bologna,Federico Santander,ATT,75
Bologna,Filip Helander,DC,75
Bologna,Giancarlo González,DC,75
Bologna,Godfred Donsah,CC,75
Bologna,Riccardo Orsolini,COC,75
Bologna,Mattia Destro,ATT,74
Bologna,Ladislav Krejčí,AS,74
Bologna,Angelo Esmael da Costa Júnior,POR,73
Bologna,Diego Falcinelli,ATT,73
Bologna,Ibrahima Mbaye,TD,73
Bologna,Federico Mattiello,ED,73
Bologna,Mitchell Dijks,TS,72
Bologna,Lyanco Neves Vojnovic,DC,72
Bologna,Arturo Calabresi,DC,71
Bologna,Nehuén Paz,DC,70
Bologna,Mattias Svanberg,CC,70
Bologna,Orji Okwonkwo,AD,69
Bologna,Antonio Santurro,POR,68
Bologna,Juan Valencia,CC,68
Bologna,Simone Edera,AD,67
Bologna,Caio Vinicius Pirana,POR,62
Bologna,Gabriele Corbo,DC,60
Cagliari,Alessio Cragno,POR,80
Cagliari,Valter Birsa,COC,79
Cagliari,Nicolò Barella,COC,79
Cagliari,Darijo Srna,TD,78
Cagliari,Leonardo Pavoletti,ATT,78
Cagliari,Ragnar Klavan,DC,77
Cagliari,Lucas Castro,CC,77
Cagliari,João Pedro G. Santos Galvão,ATT,76
Cagliari,Rafael Pinheiro Andrade Bittencourt,POR,75
Cagliari,Luca Cigarini,CC,75
Cagliari,Cyril Théréau,AS,74
Cagliari,Artur Ioniţă,CC,74
Cagliari,Fabrizio Cacciatore,TD,73
Cagliari,Fabio Pisacane,DC,73
Cagliari,Luca Ceppitelli,DC,73
Cagliari,Marco Andreolli,DC,72
Cagliari,Marco Sau,ATT,72
Cagliari,Diego Farías da Silva,ATT,72
Cagliari,Paolo Faragò,ED,72
Cagliari,Alberto Cerri,ATT,72
Cagliari,Filippo Romagna,DC,72
Cagliari,Simone Padoin,TS,71
Cagliari,Marko Pajač,ES,71
Cagliari,Daniele Dessena,CC,70
Cagliari,Filip Bradarić,CC,70
Cagliari,Christian Oliva,CC,70
Cagliari,Luca Pellegrini,TS,69
Cagliari,Simone Aresti,POR,67
Cagliari,Charalampos Lykogiannis,TS,66
Cagliari,Alessandro Deiola,CC,65
Cagliari,Kiril Despodov,AD,63
Cagliari,Francesco Verde,ATT,62
Cagliari,Riccardo Doratiotto,AT,60
Cagliari,Luca Gagliano,ATT,58
Cagliari,Maxime Leverbe,DC,55
Chievo Verona,Stefano Sorrentino,POR,80
Chievo Verona,Valter Birsa,COC,79
Chievo Verona,Ivan Radovanović,CC,77
Chievo Verona,Emanuele Giaccherini,COC,76
Chievo Verona,Perparim Hetemaj,CC,75
Chievo Verona,Luca Rossettini,DC,75
Chievo Verona,Nicola Rigoni,CC,74
Chievo Verona,Joel Obi,CC,74
Chievo Verona,Fabrizio Cacciatore,TD,73
Chievo Verona,Riccardo Meggiorini,ATT,73
Chievo Verona,Ezequiel Schelotto,TD,73
Chievo Verona,Nenad Tomović,DC,73
Chievo Verona,Manuel Pucciarelli,ATT,73
Chievo Verona,Mariusz Stępiński,ATT,73
Chievo Verona,Federico Barba,TS,73
Chievo Verona,Assane Dioussé,CC,73
Chievo Verona,Boštjan Cesar,DC,72
Chievo Verona,Sergio Pellissier,ATT,72
Chievo Verona,Marco Andreolli,DC,72
Chievo Verona,Filip Đorđević,ATT,72
Chievo Verona,Lucas Domingues Piazon,AD,72
Chievo Verona,Mattia Bani,DC,71
