Squadra,Giocatore,Ruolo,Valutazione
Atalanta,Alejandro Gómez,AS,84
Atalanta,Josip Iličić,AD,81
Atalanta,Andrea Masiello,DC,79
Atalanta,Mattia Caldara,DC,79
Atalanta,Rafael Tolói,DC,78
Atalanta,Etrit Berisha,POR,78
Atalanta,Leonardo Spinazzola,ES,77
Atalanta,Remo Freuler,CC,76
Atalanta,Bryan Cristante,CC,76
Atalanta,Marten de Roon,CC,76
Atalanta,José Luis Palomino,DC,76
Atalanta,Andreas Cornelius,ATT,75
Atalanta,Jasmin Kurtić,CC,75
Atalanta,Andrea Petagna,ATT,75
Atalanta,Luca Rizzo,ED,74
Atalanta,Boukary Dramé,TS,73
Atalanta,João Felipe Schmidt Urbano,CC,72
Atalanta,Hans Hateboer,ED,72
Atalanta,Timothy Castagne,ED,71
Atalanta,Robin Gosens,ES,71
Atalanta,Guido Marilungo,ATT,70
Atalanta,Pierluigi Gollini,POR,70
Atalanta,Riccardo Orsolini,AD,70
Atalanta,Bryan Cabezas,ES,70
Atalanta,Gianluca Mancini,DC,69
Atalanta,Gaetano Monachello,ATT,68
Atalanta,Cristiano Del Grosso,TS,67
Atalanta,Luca Vido,ATT,67
Atalanta,Matteo Pessina,CC,67
Atalanta,Alessandro Bastoni,DC,66
Atalanta,Doudou Mangni,ATT,65
Atalanta,Constantin Nica,TD,64
Atalanta,Emmanuel Latte Lath,AD,64
Atalanta,Musa Barrow,ATT,64
Atalanta,Filippo Melegoni,CC,63
Atalanta,Nadir Minotti,CC,62
Atalanta,Simone Emmanuello,CC,62
Atalanta,Nicolas Haas,CC,60
Atalanta,Francesco Rossi,POR,58
Benevento,Bacary Sagna,TD,75
Benevento,Cheick Diabaté,ATT,75
Benevento,Danilo Cataldi,CC,75
Benevento,Filip Đuričić,AS,74
Benevento,Amato Ciciretti,AD,74
Benevento,Andrea Costa,DC,73
Benevento,Samuel Armenteros,ATT,73
Benevento,Sandro R. G. Cordeiro,CDC,73
Benevento,Guilherme Costa Marques,ED,73
Benevento,Fabio Lucioni,DC,73
Benevento,Gaetano Letizia,TS,73
Benevento,Fabio Ceravolo,ATT,72
Benevento,Massimo Coda,ATT,72
Benevento,Vid Belec,POR,72
Benevento,Achraf Lazaar,TS,72
Benevento,Christian Puggioni,POR,71
Benevento,Ledian Memushaj,CC,71
Benevento,Luca Antei,DC,71
Benevento,Yussif Raman Chibsah,CC,71
Benevento,Pietro Iemmello,ATT,71
Benevento,Alberto Brignoli,POR,71
Benevento,Nicolas Viola,CC,70
Benevento,Marco D'Alessandro,ED,70
Benevento,Lorenzo Venuti,TD,70
Benevento,Alin Toşca,DC,70
Benevento,Michele Camporese,DC,69
Benevento,Cristiano Lombardi,AS,69
Benevento,Vittorio Parigini,AS,68
Benevento,George Puşcaş,ATT,68
Benevento,Karamoko Cissé,ATT,67
Benevento,Mirko Eramo,CC,67
Benevento,Berat Djimsiti,DC,67
Benevento,Gianluca Di Chiara,TS,67
Benevento,Jean-Claude Billong,DC,67
Benevento,Fabrizio Melara,ED,65
Benevento,Andrea De Falco,CC,64
Benevento,Andrew Gravillon,DC,64
Benevento,Nii Nortey Ashong,TS,63
Benevento,Enrico Brignola,AD,63
Benevento,Mamadou Yaye Kanoute,AS,63
Benevento,Nikola Jakimovski,ES,61
Benevento,Bright Gyamfi,TD,60
Benevento,Lorenzo Del Pinto,CDC,60
Benevento,Riccardo Piscitelli,POR,55
Bologna,Simone Verdi,AD,81
Bologna,Antonio Mirante,POR,80
Bologna,Rodrigo Palacio,ATT,78
Bologna,Blerim Džemaili,CC,77
Bologna,Sebastian De Maio,DC,76
Bologna,Andrea Poli,CC,76
Bologna,Ladislav Krejčí,AS,76
Bologna,Giancarlo González,DC,76
Bologna,Federico Di Francesco,AS,76
Bologna,Anthony Mounier,AD,75
Bologna,Mattia Destro,ATT,75
Bologna,Saphir Taïder,CC,75
Bologna,Erick Pulgar,CDC,75
Bologna,Godfred Donsah,CC,75
Bologna,Domenico Maietta,DC,74
Bologna,Angelo Esmael da Costa Júnior,POR,74
Bologna,Adam Masina,TS,74
Bologna,Ádám Nagy,CDC,74
Bologna,Vassilis Torosidis,TD,73
Bologna,Lorenzo Crisetig,CC,73
Bologna,Filip Helander,DC,73
Bologna,Emil Krafth,TD,73
Bologna,Ibrahima Mbaye,TD,73
Bologna,Daniele Gastaldello,DC,72
Bologna,Simone Romagnoli,DC,72
Bologna,Bruno Petković,ATT,72
Bologna,Filippo Falco,COC,71
Bologna,Riccardo Orsolini,AD,70
Bologna,Cheick Keita,TS,69
Bologna,Felipe Nicolás Avenatti,ATT,68
Bologna,Orji Okwonkwo,AS,68
Bologna,Nehuén Paz,DC,67
Bologna,César Falletti,COC,67
Bologna,Antonio Santurro,POR,63
Bologna,Juan Valencia,CC,63
Bologna,Fabrizio Brignani,DC,62
Bologna,Federico Ravaglia,POR,55
Cagliari,Marco Borriello,ATT,77
Cagliari,Marco Andreolli,DC,77
Cagliari,Leonardo Pavoletti,ATT,77
Cagliari,Rafael Pinheiro Andrade Bittencourt,POR,76
Cagliari,Leandro Castán da Silva,DC,76
Cagliari,Nicolò Barella,CC,76
Cagliari,Luca Cigarini,CC,75
Cagliari,Gregory van der Wiel,TD,75
Cagliari,Artur Ioniţă,COC,75
Cagliari,João Pedro G. Santos Galvão,COC,75
Cagliari,Marco Sau,ATT,74
Cagliari,Diego Farías da Silva,ATT,74
Cagliari,Alessio Cragno,POR,74
Cagliari,Simone Padoin,CC,72
Cagliari,Duje Čop,ATT,72
Cagliari,Fabio Pisacane,DC,72
Cagliari,Luca Ceppitelli,DC,72
Cagliari,Paolo Pancrazio Faragò,TD,72
Cagliari,Federico Melchiorri,ATT,72
Cagliari,Marco Capuano,DC,71
Cagliari,Antonio Balzano,TD,70
Cagliari,Daniele Dessena,CC,70
Cagliari,Bartosz Salamon,DC,70
Cagliari,Filippo Romagna,DC,70
Cagliari,Niccolò Giannetti,ATT,69
Cagliari,Andrea Cossu,AS,68
Cagliari,Charalampos Lykogiannis,TS,68
Cagliari,Kwang Song Han,ATT,68
Cagliari,Senna Miangue,TS,66
Cagliari,Alessandro Deiola,CC,64
Cagliari,Luca Crosta,POR,64
Cagliari,Fabrizio Caligara,CC,63
Cagliari,Damir Ceter,ATT,61
Cagliari,Luca Gagliano,ATT,58
Chievo Verona,Stefano Sorrentino,POR,80
Chievo Verona,Valter Birsa,AD,80
Chievo Verona,Ivan Radovanović,CC,78
Chievo Verona,Lucas Castro,CC,78
Chievo Verona,Perparim Hetemaj,CC,77
Chievo Verona,Emanuele Giaccherini,AS,77
Chievo Verona,Alessandro Gamberini,DC,76
Chievo Verona,Nenad Tomović,DC,76
Chievo Verona,Dario Dainelli,DC,75
Chievo Verona,Boštjan Cesar,DC,75
Chievo Verona,Riccardo Meggiorini,ATT,75
Chievo Verona,Roberto Inglese,ATT,75
Chievo Verona,Fabrizio Cacciatore,TD,74
Chievo Verona,Nicola Rigoni,CDC,74
Chievo Verona,Manuel Pucciarelli,ATT,74
Chievo Verona,Massimo Gobbi,TS,73
Chievo Verona,Sergio Pellissier,ATT,72
Chievo Verona,Mariusz Stępiński,ATT,72
Chievo Verona,Samuel Bastien,CC,72
